model,chainNum,alpha,costWeight,time,partnerID,prediction
complete_pooling,20,11,7,3,1,-0.03195396640292014
complete_pooling,20,11,7,4,1,-0.11408752885778382
complete_pooling,20,11,7,5,2,-0.15856454695553882
complete_pooling,20,11,7,6,2,-0.42752698217146096
complete_pooling,20,11,7,7,2,-1.347653344348569
complete_pooling,20,11,7,8,2,-1.2880681126930327
complete_pooling,20,11,7,9,3,-3.4761893600909115
complete_pooling,20,11,7,10,3,-5.375236343508375
complete_pooling,20,11,7,11,3,-5.911333542889518
complete_pooling,20,11,7,12,3,-6.484350100792824
complete_pooling,20,11,7,14,4,-6.745981061261984
complete_pooling,21,11,7,1,1,-0.05805806629836489
complete_pooling,21,11,7,2,1,-0.005097950745053512
complete_pooling,21,11,7,3,1,-0.02830966084698956
complete_pooling,21,11,7,4,1,-0.11150792394764864
complete_pooling,21,11,7,5,2,-0.18806499382120723
complete_pooling,21,11,7,6,2,-3.5646121473269514
complete_pooling,21,11,7,7,2,-5.783720837505651
complete_pooling,21,11,7,8,2,-6.5468247242874975
complete_pooling,21,11,7,9,3,-6.7784270716548
complete_pooling,21,11,7,10,3,-6.982235862911228
complete_pooling,21,11,7,11,3,-7.291060165926835
complete_pooling,21,11,7,12,3,-7.4217237194193
complete_pooling,21,11,7,14,4,-7.294572260413901
complete_pooling,22,11,7,1,1,-0.27441201389611797
complete_pooling,22,11,7,2,1,-8.648096356570544
complete_pooling,22,11,7,3,1,-10.536608520401217
complete_pooling,22,11,7,4,1,-11.36849626149711
complete_pooling,22,11,7,5,2,-11.1741573716908
complete_pooling,22,11,7,6,2,-11.63213300992821
complete_pooling,22,11,7,7,2,-12.182608295607919
complete_pooling,22,11,7,8,2,-11.753821450625043
complete_pooling,22,11,7,9,3,-12.032656772379212
complete_pooling,22,11,7,10,3,-11.928741450194897
complete_pooling,22,11,7,11,3,-11.82860814158602
complete_pooling,22,11,7,12,3,-11.603064126172173
complete_pooling,22,11,7,14,4,-11.6905952039183
complete_pooling,23,11,7,1,1,-0.14723436635614107
complete_pooling,23,11,7,2,1,-0.005525154355748251
complete_pooling,23,11,7,3,1,-0.04346341998499154
complete_pooling,23,11,7,4,1,-0.09827869302777964
complete_pooling,23,11,7,5,2,-0.3379413617662907
complete_pooling,23,11,7,6,2,-0.3090851169467363
complete_pooling,23,11,7,7,2,-3.9617857862979697
complete_pooling,23,11,7,8,2,-5.319638522531623
complete_pooling,23,11,7,9,3,-6.082313054951406
complete_pooling,23,11,7,10,3,-6.527380619113055
complete_pooling,23,11,7,11,3,-6.7711613601129965
complete_pooling,23,11,7,12,3,-7.4983758421015505
complete_pooling,23,11,7,14,4,-7.1169146517279085
complete_pooling,24,11,7,1,1,-0.14885532785721967
complete_pooling,24,11,7,2,1,-0.013615950212617614
complete_pooling,24,11,7,3,1,-0.04574162046184333
complete_pooling,24,11,7,4,1,-0.08936024032894362
complete_pooling,24,11,7,5,2,-0.23689824004107168
complete_pooling,24,11,7,6,2,-0.28135504377305054
complete_pooling,24,11,7,7,2,-0.7996857138750536
complete_pooling,24,11,7,8,2,-0.6830573953391514
complete_pooling,24,11,7,9,3,-4.6785295461514504
complete_pooling,24,11,7,10,3,-5.54853250718018
complete_pooling,24,11,7,11,3,-5.832377835207973
complete_pooling,24,11,7,12,3,-6.7549606017274435
complete_pooling,24,11,7,14,4,-6.681671566628692
complete_pooling,25,11,7,1,1,-0.18223004626910816
complete_pooling,25,11,7,2,1,-8.530946737555452
complete_pooling,25,11,7,3,1,-11.115747134147743
complete_pooling,25,11,7,4,1,-11.594260180960916
complete_pooling,25,11,7,5,2,-11.48466198583216
complete_pooling,25,11,7,6,2,-11.884862004935783
complete_pooling,25,11,7,7,2,-11.902278776043678
complete_pooling,25,11,7,8,2,-12.02115595966217
complete_pooling,25,11,7,9,3,-11.931180308733389
complete_pooling,25,11,7,10,3,-12.083543792872543
complete_pooling,25,11,7,11,3,-11.708739198424276
complete_pooling,25,11,7,12,3,-11.449974327104751
complete_pooling,25,11,7,14,4,-11.124765822189971
complete_pooling,26,11,7,1,1,-0.1057354365989873
complete_pooling,26,11,7,2,1,-0.009733092664003282
complete_pooling,26,11,7,3,1,-0.020001948657323854
complete_pooling,26,11,7,4,1,-0.11113213750644137
complete_pooling,26,11,7,5,2,-0.19849018990793962
complete_pooling,26,11,7,6,2,-4.456306547874748
complete_pooling,26,11,7,7,2,-5.816548266549992
complete_pooling,26,11,7,8,2,-6.1605393408770155
complete_pooling,26,11,7,9,3,-6.826059435738675
complete_pooling,26,11,7,10,3,-6.911765380879074
complete_pooling,26,11,7,11,3,-7.212730932337989
complete_pooling,26,11,7,12,3,-7.352001144803705
complete_pooling,26,11,7,14,4,-7.326465852606281
complete_pooling,27,11,7,1,1,-0.19841420163541904
complete_pooling,27,11,7,2,1,-0.005044920638585714
complete_pooling,27,11,7,3,1,-0.016535925975006163
complete_pooling,27,11,7,4,1,-0.09016372050169254
complete_pooling,27,11,7,5,2,-0.1481594578887026
complete_pooling,27,11,7,6,2,-4.602220957766757
complete_pooling,27,11,7,7,2,-5.772309406373426
complete_pooling,27,11,7,8,2,-6.4849095182375525
complete_pooling,27,11,7,9,3,-6.726615478395022
complete_pooling,27,11,7,10,3,-6.748554580820478
complete_pooling,27,11,7,11,3,-6.845799223540883
complete_pooling,27,11,7,12,3,-6.967398360944962
complete_pooling,27,11,7,14,4,-7.215675113205381
complete_pooling,28,11,7,1,1,-0.07667182971754019
complete_pooling,28,11,7,2,1,-0.006478644113712962
complete_pooling,28,11,7,3,1,-0.09105933617584579
complete_pooling,28,11,7,4,1,-0.17980554398019058
complete_pooling,28,11,7,5,2,-0.28139059506187175
complete_pooling,28,11,7,6,2,-4.187761973572371
complete_pooling,28,11,7,7,2,-5.90133225602762
complete_pooling,28,11,7,8,2,-6.323298714042856
complete_pooling,28,11,7,9,3,-6.728034912623576
complete_pooling,28,11,7,10,3,-6.774628110981482
complete_pooling,28,11,7,11,3,-7.118005587435196
complete_pooling,28,11,7,12,3,-7.196136043109949
complete_pooling,28,11,7,14,4,-7.274893654373873
complete_pooling,29,11,7,1,1,-0.11017709271731137
complete_pooling,29,11,7,2,1,-0.009338314084555183
complete_pooling,29,11,7,3,1,-0.05855332689966283
complete_pooling,29,11,7,4,1,-0.1069786260526441
complete_pooling,29,11,7,5,2,-0.5501485328262349
complete_pooling,29,11,7,6,2,-0.2646973010971188
complete_pooling,29,11,7,7,2,-0.3288334478397451
complete_pooling,29,11,7,8,2,-4.196325266254339
complete_pooling,29,11,7,9,3,-5.716645732390665
complete_pooling,29,11,7,10,3,-5.942620404102959
complete_pooling,29,11,7,11,3,-6.718151994614106
complete_pooling,29,11,7,12,3,-6.66105099602436
complete_pooling,29,11,7,14,4,-6.741692349524541
complete_pooling,2,11,7,1,1,-0.09533275263710536
complete_pooling,2,11,7,2,1,-0.008142235710064196
complete_pooling,2,11,7,3,1,-0.05478538319383478
complete_pooling,2,11,7,4,1,-0.11590090500863692
complete_pooling,2,11,7,5,2,-0.11234056185083235
complete_pooling,2,11,7,6,2,-0.4506449353905637
complete_pooling,2,11,7,7,2,-0.6173185997753947
complete_pooling,2,11,7,8,2,-0.8312448091060496
complete_pooling,2,11,7,9,3,-4.521153930306829
complete_pooling,2,11,7,10,3,-5.432897252592645
complete_pooling,2,11,7,11,3,-6.14481924372228
complete_pooling,2,11,7,12,3,-6.298401064748216
complete_pooling,2,11,7,14,4,-6.855423610641923
complete_pooling,30,11,7,1,1,-0.13296465473453625
complete_pooling,30,11,7,2,1,-0.010365133979536995
complete_pooling,30,11,7,3,1,-0.029593065351104245
complete_pooling,30,11,7,4,1,-0.11366482486328516
complete_pooling,30,11,7,5,2,-0.3590372124661022
complete_pooling,30,11,7,6,2,-0.4115554418267207
complete_pooling,30,11,7,7,2,-0.6479227254548584
complete_pooling,30,11,7,8,2,-0.9721706388852136
complete_pooling,30,11,7,9,3,-4.349004911212878
complete_pooling,30,11,7,10,3,-5.610798986402822
complete_pooling,30,11,7,11,3,-6.236500254993358
complete_pooling,30,11,7,12,3,-6.465030555500098
complete_pooling,30,11,7,14,4,-6.383000933828527
complete_pooling,31,11,7,1,1,-0.06814234230402855
complete_pooling,31,11,7,2,1,-0.005398745494602511
complete_pooling,31,11,7,3,1,-0.04605223698114713
complete_pooling,31,11,7,4,1,-0.08523569269600993
complete_pooling,31,11,7,5,2,-0.18861573964239753
complete_pooling,31,11,7,6,2,-4.653530171354273
complete_pooling,31,11,7,7,2,-5.7209747352569345
complete_pooling,31,11,7,8,2,-6.112531827293587
complete_pooling,31,11,7,9,3,-6.967671251462663
complete_pooling,31,11,7,10,3,-7.09076965334093
complete_pooling,31,11,7,11,3,-7.2880992180264546
complete_pooling,31,11,7,12,3,-7.537719232519089
complete_pooling,31,11,7,14,4,-7.2429172311256735
complete_pooling,32,11,7,1,1,-0.08084766202104636
complete_pooling,32,11,7,2,1,-0.006934040465353086
complete_pooling,32,11,7,3,1,-0.0335197182965104
complete_pooling,32,11,7,4,1,-0.2726009982907521
complete_pooling,32,11,7,5,2,-0.27913444250704705
complete_pooling,32,11,7,6,2,-0.2849105333426252
complete_pooling,32,11,7,7,2,-0.7465879785841452
complete_pooling,32,11,7,8,2,-4.440868323850979
complete_pooling,32,11,7,9,3,-5.371030294483475
complete_pooling,32,11,7,10,3,-6.385653555869061
complete_pooling,32,11,7,11,3,-6.599388514680973
complete_pooling,32,11,7,12,3,-7.060296252615066
complete_pooling,32,11,7,14,4,-6.795480041126773
complete_pooling,33,11,7,1,1,-0.11848823388423924
complete_pooling,33,11,7,2,1,-9.891671295219655
complete_pooling,33,11,7,3,1,-11.155412156148596
complete_pooling,33,11,7,4,1,-11.564842607204694
complete_pooling,33,11,7,5,2,-11.965833521255949
complete_pooling,33,11,7,6,2,-11.890959304220496
complete_pooling,33,11,7,7,2,-11.641799187196929
complete_pooling,33,11,7,8,2,-11.709023670983147
complete_pooling,33,11,7,9,3,-11.831730872109691
complete_pooling,33,11,7,10,3,-12.508457250200555
complete_pooling,33,11,7,11,3,-11.618856974082007
complete_pooling,33,11,7,12,3,-11.485026222146363
complete_pooling,33,11,7,14,4,-11.346361786615635
complete_pooling,34,11,7,1,1,-0.05655025129268048
complete_pooling,34,11,7,2,1,-0.011211257537098587
complete_pooling,34,11,7,3,1,-5.110144153086495
complete_pooling,34,11,7,4,1,-7.1863732746364635
complete_pooling,34,11,7,5,2,-8.1151532695283
complete_pooling,34,11,7,6,2,-8.257841093718955
complete_pooling,34,11,7,7,2,-8.176775783188647
complete_pooling,34,11,7,8,2,-8.696554991023383
complete_pooling,34,11,7,9,3,-8.549629935630517
complete_pooling,34,11,7,10,3,-9.07976832098021
complete_pooling,34,11,7,11,3,-9.082427538891851
complete_pooling,34,11,7,12,3,-8.88844598143609
complete_pooling,34,11,7,14,4,-8.955847429649433
complete_pooling,35,11,7,1,1,-0.04592955437549388
complete_pooling,35,11,7,2,1,-0.009693163848122932
complete_pooling,35,11,7,3,1,-0.03083061398381305
complete_pooling,35,11,7,4,1,-0.062324342524519204
complete_pooling,35,11,7,5,2,-0.13894449625630753
complete_pooling,35,11,7,6,2,-0.3914232326669166
complete_pooling,35,11,7,7,2,-0.708352644595781
complete_pooling,35,11,7,8,2,-0.6348528248704425
complete_pooling,35,11,7,9,3,-4.320240627986902
complete_pooling,35,11,7,10,3,-5.002786301841912
complete_pooling,35,11,7,11,3,-6.140798430596731
complete_pooling,35,11,7,12,3,-6.128212001561112
complete_pooling,35,11,7,14,4,-6.603252940615482
complete_pooling,36,11,7,1,1,-0.6689246980883787
complete_pooling,36,11,7,2,1,-0.00582230808648275
complete_pooling,36,11,7,3,1,-0.06476065173447061
complete_pooling,36,11,7,4,1,-0.16211421549478905
complete_pooling,36,11,7,5,2,-0.18153050510921884
complete_pooling,36,11,7,6,2,-0.20442214162588354
complete_pooling,36,11,7,7,2,-0.5116055006823749
complete_pooling,36,11,7,8,2,-0.7051603907191293
complete_pooling,36,11,7,9,3,-4.124400243216813
complete_pooling,36,11,7,10,3,-5.237565864757823
complete_pooling,36,11,7,11,3,-5.859840155065097
complete_pooling,36,11,7,12,3,-6.601171227567139
complete_pooling,36,11,7,14,4,-6.717102101728553
complete_pooling,37,11,7,1,1,-0.13275018798089283
complete_pooling,37,11,7,2,1,-0.004913553196843211
complete_pooling,37,11,7,3,1,-0.05606890940974197
complete_pooling,37,11,7,4,1,-0.07710048214914864
complete_pooling,37,11,7,5,2,-0.25176987999093814
complete_pooling,37,11,7,6,2,-0.39434139418887787
complete_pooling,37,11,7,7,2,-0.7158319332930603
complete_pooling,37,11,7,8,2,-4.183319101312571
complete_pooling,37,11,7,9,3,-5.622783988208309
complete_pooling,37,11,7,10,3,-6.143585910360367
complete_pooling,37,11,7,11,3,-6.694065903642074
complete_pooling,37,11,7,12,3,-6.542436546111425
complete_pooling,37,11,7,14,4,-6.83826257508656
complete_pooling,38,11,7,1,1,-0.3719927754556842
complete_pooling,38,11,7,2,1,-8.73746466324369
complete_pooling,38,11,7,3,1,-9.926628860596601
complete_pooling,38,11,7,4,1,-11.02740207097681
complete_pooling,38,11,7,5,2,-11.918072162631143
complete_pooling,38,11,7,6,2,-11.366160581952657
complete_pooling,38,11,7,7,2,-11.4044370019138
complete_pooling,38,11,7,8,2,-12.17482131393815
complete_pooling,38,11,7,9,3,-11.85278186786862
complete_pooling,38,11,7,10,3,-12.02989371656258
complete_pooling,38,11,7,11,3,-11.845237014433113
complete_pooling,38,11,7,12,3,-11.261715489536702
complete_pooling,38,11,7,14,4,-11.47994090358758
complete_pooling,39,11,7,1,1,-0.1197618937323028
complete_pooling,39,11,7,2,1,-0.00849119483522995
complete_pooling,39,11,7,3,1,-0.041316606964752346
complete_pooling,39,11,7,4,1,-0.12373394392748327
complete_pooling,39,11,7,5,2,-4.003794320985699
complete_pooling,39,11,7,6,2,-5.804423701220597
complete_pooling,39,11,7,7,2,-6.662259311593136
complete_pooling,39,11,7,8,2,-6.852403441008258
complete_pooling,39,11,7,9,3,-6.949159756553968
complete_pooling,39,11,7,10,3,-7.506868084618672
complete_pooling,39,11,7,11,3,-7.80844879392863
complete_pooling,39,11,7,12,3,-7.615547541666872
complete_pooling,39,11,7,14,4,-7.7955397892951535
complete_pooling,3,11,7,1,1,-0.1363104165550341
complete_pooling,3,11,7,2,1,-9.425673446198768
complete_pooling,3,11,7,3,1,-10.622838789031507
complete_pooling,3,11,7,4,1,-11.927572162782516
complete_pooling,3,11,7,5,2,-12.302578056905636
complete_pooling,3,11,7,6,2,-12.082730725901556
complete_pooling,3,11,7,7,2,-12.21205174730095
complete_pooling,3,11,7,8,2,-12.43510373046321
complete_pooling,3,11,7,9,3,-11.770488385673687
complete_pooling,3,11,7,10,3,-11.996907155979695
complete_pooling,3,11,7,11,3,-12.279283953388813
complete_pooling,3,11,7,12,3,-11.545495293122343
complete_pooling,3,11,7,14,4,-11.575175675030732
complete_pooling,40,11,7,1,1,-0.056207363277067775
complete_pooling,40,11,7,2,1,-0.003250837899557283
complete_pooling,40,11,7,3,1,-0.028692357052857845
complete_pooling,40,11,7,4,1,-0.11122591271229954
complete_pooling,40,11,7,5,2,-0.1210676781457777
complete_pooling,40,11,7,6,2,-0.6881406017907923
complete_pooling,40,11,7,7,2,-0.5520524144978863
complete_pooling,40,11,7,8,2,-0.8805260239863629
complete_pooling,40,11,7,9,3,-1.0057139244452706
complete_pooling,40,11,7,10,3,-4.054895317167517
complete_pooling,40,11,7,11,3,-5.457480042286992
complete_pooling,40,11,7,12,3,-6.285590314013646
complete_pooling,40,11,7,14,4,-6.386906388930655
complete_pooling,41,11,7,1,1,-0.13290175703347618
complete_pooling,41,11,7,2,1,-8.490308945729225
complete_pooling,41,11,7,3,1,-11.478607786145462
complete_pooling,41,11,7,4,1,-11.540550701080166
complete_pooling,41,11,7,5,2,-11.359114807250169
complete_pooling,41,11,7,6,2,-11.698899577599631
complete_pooling,41,11,7,7,2,-11.905681825279686
complete_pooling,41,11,7,8,2,-11.275520403344084
complete_pooling,41,11,7,9,3,-11.947878216716791
complete_pooling,41,11,7,10,3,-11.425765983660401
complete_pooling,41,11,7,11,3,-11.709747112677773
complete_pooling,41,11,7,12,3,-12.152438765993512
complete_pooling,41,11,7,14,4,-11.377760872583362
complete_pooling,42,11,7,1,1,-0.11740699806669144
complete_pooling,42,11,7,2,1,-0.007083574601974711
complete_pooling,42,11,7,3,1,-0.04019943596643926
complete_pooling,42,11,7,4,1,-0.0614285725598868
complete_pooling,42,11,7,5,2,-0.23053424600520606
complete_pooling,42,11,7,6,2,-0.6193114262011898
complete_pooling,42,11,7,7,2,-4.336417685027281
complete_pooling,42,11,7,8,2,-5.7578062662053915
complete_pooling,42,11,7,9,3,-6.423465291031372
complete_pooling,42,11,7,10,3,-6.51604823870337
complete_pooling,42,11,7,11,3,-7.034607219267823
complete_pooling,42,11,7,12,3,-6.807912845975704
complete_pooling,42,11,7,14,4,-7.272330824258153
complete_pooling,43,11,7,1,1,-0.09629045689751689
complete_pooling,43,11,7,2,1,-0.006686763926424696
complete_pooling,43,11,7,3,1,-0.05108405332421032
complete_pooling,43,11,7,4,1,-0.13210283704014716
complete_pooling,43,11,7,5,2,-0.23440850573972938
complete_pooling,43,11,7,6,2,-4.388462245231741
complete_pooling,43,11,7,7,2,-5.4339905322596795
complete_pooling,43,11,7,8,2,-6.606475767977093
complete_pooling,43,11,7,9,3,-7.12188178020348
complete_pooling,43,11,7,10,3,-6.882255338184424
complete_pooling,43,11,7,11,3,-7.481964913735634
complete_pooling,43,11,7,12,3,-7.607426554444522
complete_pooling,43,11,7,14,4,-7.262722012032796
complete_pooling,44,11,7,1,1,-0.16373484232120455
complete_pooling,44,11,7,2,1,-0.0055202280523260925
complete_pooling,44,11,7,3,1,-0.017846649132405214
complete_pooling,44,11,7,4,1,-0.0956656498336272
complete_pooling,44,11,7,5,2,-0.47214246656824005
complete_pooling,44,11,7,6,2,-0.612573146165076
complete_pooling,44,11,7,7,2,-0.3792301173021465
complete_pooling,44,11,7,8,2,-4.575494990160005
complete_pooling,44,11,7,9,3,-5.4812667252158
complete_pooling,44,11,7,10,3,-6.049937762215576
complete_pooling,44,11,7,11,3,-6.318084102468932
complete_pooling,44,11,7,12,3,-6.688747181294415
complete_pooling,44,11,7,14,4,-6.929261754588135
complete_pooling,45,11,7,1,1,-0.057580887262499686
complete_pooling,45,11,7,2,1,-0.009060760543142941
complete_pooling,45,11,7,3,1,-0.07598502623875794
complete_pooling,45,11,7,4,1,-0.07490810456882359
complete_pooling,45,11,7,5,2,-0.19684949479843536
complete_pooling,45,11,7,6,2,-0.30817627634085926
complete_pooling,45,11,7,7,2,-0.6809479863496615
complete_pooling,45,11,7,8,2,-4.506477716694048
complete_pooling,45,11,7,9,3,-5.764845661377179
complete_pooling,45,11,7,10,3,-6.294098194680211
complete_pooling,45,11,7,11,3,-6.413056908313944
complete_pooling,45,11,7,12,3,-6.69977051660573
complete_pooling,45,11,7,14,4,-7.045400306251116
complete_pooling,46,11,7,1,1,-0.15438266240987994
complete_pooling,46,11,7,2,1,-8.998664888537657
complete_pooling,46,11,7,3,1,-10.99383577881883
complete_pooling,46,11,7,4,1,-11.301552044150679
complete_pooling,46,11,7,5,2,-11.76822294951228
complete_pooling,46,11,7,6,2,-11.636859606184247
complete_pooling,46,11,7,7,2,-11.316778872525388
