alpha,costWeight,priorSigma,time,speakerID,listenerID,partnerID,utt,longUttScore,object,object1Score
11,7,1,5,2,4,2,word1,-0.34738226257082516,object1,-0.5835218875627342
11,7,1,6,4,2,2,word1,-18.14529911646966,object1,-0.418534410219421
11,7,1,7,2,4,2,word1,-6.6918666381531295,object1,-0.03220777009330585
11,7,1,8,4,2,2,word1,-17.605871890597477,object1,-0.39526596000553305
11,7,1,9,1,4,3,word2,-9.49489702001681,object1,-0.0036412051035491335
11,7,1,10,4,1,3,word2,-8.67947636080605,object2,-0.27194364915924596
11,7,1,11,1,4,3,word2,-9.163429333026755,object1,-0.003305965328353225
11,7,1,12,4,1,3,word2,-8.887080714459978,object1,-0.2737108583207462
11,7,1,9,2,3,3,word2,-4.914656594443478,object1,-0.354522417416719
11,7,1,10,3,2,3,word2,-24.224154423209935,object1,-0.03983516641454469
11,7,1,11,2,3,3,word2,-12.2057007914198,object1,-0.3182360430240167
11,7,1,12,3,2,3,word2,-25.342572709034563,object1,-0.02038735908991064
11,7,1,1,1,2,1,word1_word2,-0.27555964504594505,object1,-0.20699193498574814
11,7,1,2,2,1,1,word1_word2,-2.2886330485094977,object2,-0.2507657023090218
11,7,1,3,1,2,1,word2,-3.0624410148631043,object1,-0.0742452487046636
11,7,1,4,2,1,1,word2,-15.173181248050902,object1,-0.43015813357268906
11,7,1,1,3,4,1,word1_word2,-0.22970059086875952,object1,-0.39134906128826824
11,7,1,2,4,3,1,word1_word2,-0.06071533855374872,object2,-0.3809334948551872
11,7,1,3,3,4,1,word1_word2,-0.14791301806400983,object1,-0.3938130765707741
11,7,1,4,4,3,1,word1_word2,-0.09264460282422256,object2,-0.38318195693304385
11,7,1,5,1,3,2,word2,-4.718392351682205,object1,-0.0243915875265504
11,7,1,6,3,1,2,word2,-25.623624448768314,object1,-0.34483570327925406
11,7,1,7,1,3,2,word2,-4.963028212884964,object1,-0.023514411876079163
11,7,1,8,3,1,2,word2,-25.377263309931823,object1,-0.34681552499451657
11,7,1,5,2,4,2,word2,-3.13713389167674,object1,-0.3793336083136977
11,7,1,6,4,2,2,word2,-15.357133185862432,object1,-0.31793667444848844
11,7,1,7,2,4,2,word2,-8.588371056558657,object1,-0.02890047740990493
11,7,1,8,4,2,2,word2,-13.601432166269275,object1,-0.28824459786124956
11,7,1,9,1,4,3,word2,-8.403447241027038,object1,-0.0036324085159191886
11,7,1,10,4,1,3,word2,-20.533373699627177,object1,-0.27416054083388985
11,7,1,11,1,4,3,word2,-8.19045521820189,object1,-0.0029899132100088895
11,7,1,12,4,1,3,word2,-20.52373946188152,object1,-0.27343411122712735
11,7,1,9,2,3,3,word2,-3.950474485620909,object1,-0.004050033034124571
11,7,1,10,3,2,3,word2,-13.853363578771663,object1,-0.042934287026502024
11,7,1,11,2,3,3,word2,-13.47633815685485,object1,-0.0030916724244571766
11,7,1,12,3,2,3,word2,-13.853946528476014,object1,-0.012804331634296715
11,7,1,1,1,2,1,word1_word2,-0.1310085492334601,object1,-0.2525893127874901
11,7,1,2,2,1,1,word1,-2.0916226409326963,object2,-0.3477169670282983
11,7,1,3,1,2,1,word2,-4.044347655419203,object1,-0.012277932186172735
11,7,1,4,2,1,1,word2,-7.7470608949799376,object1,-0.2660325346255838
11,7,1,1,3,4,1,word2,-5.17208612455362,object1,-0.2691768694474379
11,7,1,2,4,3,1,word2,-6.45347424773227,object1,-0.26420731514761264
11,7,1,3,3,4,1,word2,-4.953828745402568,object1,-0.2725186254822847
11,7,1,4,4,3,1,word2,-6.253758144977738,object1,-0.26694389687469905
11,7,1,5,1,3,2,word2,-3.8132246812265365,object2,-0.00731673749948097
11,7,1,6,3,1,2,word2,-9.83274147888859,object1,-0.30436342356889867
11,7,1,7,1,3,2,word2,-3.7839753534754905,object1,-0.0074277126984572455
11,7,1,8,3,1,2,word2,-9.897980682416842,object1,-0.30301234273927996
11,7,1,5,2,4,2,word2,-6.436734986184582,object1,-0.2970415329327942
11,7,1,6,4,2,2,word2,-12.167767518976879,object1,-0.20732828486444252
11,7,1,7,2,4,2,word2,-8.418062885747869,object1,-0.025711860484720735
11,7,1,8,4,2,2,word2,-12.004826803013989,object2,-0.18736697088687745
11,7,1,9,1,4,3,word1_word2,-0.005832593210620057,object1,-0.09156648374992546
11,7,1,10,4,1,3,word2,-11.044977639387985,object1,-0.3503140882418318
11,7,1,11,1,4,3,word1_word2,-0.0032651914604286338,object1,-0.09226816691539066
11,7,1,12,4,1,3,word2,-11.378949938918423,object1,-0.35434242365381247
11,7,1,9,2,3,3,word2,-11.794822145846446,object1,-0.06482077522940259
11,7,1,10,3,2,3,word2,-3.3326645414464675,object1,-0.04072326709249582
11,7,1,11,2,3,3,word2,-18.534590647568624,object1,-0.0713664363750998
11,7,1,12,3,2,3,word1,-3.7530853484055537,object2,-0.5364399831048742
11,7,1,1,1,2,1,word1_word2,-0.07966288811977766,object1,-0.21980754100559416
11,7,1,2,2,1,1,word2,-2.5429744352425026,object1,-0.3420719898909793
11,7,1,3,1,2,1,word2,-0.011293884834863432,object1,-0.03956881253216355
11,7,1,4,2,1,1,word2,-7.00650031633406,object1,-0.27881742737241133
11,7,1,1,3,4,1,word1_word2,-0.11175360071353425,object1,-0.24627451366562883
11,7,1,2,4,3,1,word2,-0.47285522008925807,object2,-0.2920775410687278
11,7,1,3,3,4,1,word2,-0.15782442896650284,object2,-0.2838641553986204
11,7,1,4,4,3,1,word1_word2,-0.7454377973968392,object1,-0.22582307579446959
11,7,1,5,1,3,2,word1_word2,-0.02890951563762914,object1,-0.036316537174372034
11,7,1,6,3,1,2,word2,-7.674709234672456,object1,-0.31959726263246313
11,7,1,7,1,3,2,word1_word2,-0.0703831908607383,object1,-0.035901223234258275
11,7,1,8,3,1,2,word2,-7.800224319792364,object1,-0.3211931954556009
11,7,1,5,2,4,2,word1_word2,-0.041545960197566935,object1,-0.2793263489791169
11,7,1,6,4,2,2,word2,-3.720879347146859,object1,-0.24753439262966212
11,7,1,7,2,4,2,word2,-0.5310472007115443,object1,-0.03351224961520688
11,7,1,8,4,2,2,word2,-6.971034859350375,object1,-0.20414227167280855
11,7,1,9,1,4,3,word1_word2,-1.017143536526639,object1,-0.05507148370525995
11,7,1,10,4,1,3,word1,-8.700973333791847,object2,-0.28871045122964434
11,7,1,11,1,4,3,word1,-1.0092960390763255,object1,-0.004202600401220833
11,7,1,12,4,1,3,word1,-8.607367765574095,object1,-0.28843445875585927
11,7,1,9,2,3,3,word1_word2,-0.309941774427596,object1,-0.0014120268899860333
11,7,1,10,3,2,3,word2,-6.486937902521687,object1,-0.22886397514859366
11,7,1,11,2,3,3,word2,-6.67971552777169,object1,-0.004648425277730853
11,7,1,12,3,2,3,word2,-6.784581955777387,object1,-0.028888820410427483
11,7,1,1,1,2,1,word1_word2,-0.04338405770595336,object1,-0.22193122577655355
11,7,1,2,2,1,1,word2,-2.466138999614845,object2,-0.37085689986988174
11,7,1,3,1,2,1,word1,-4.542681785416953,object1,-0.012552994958383391
11,7,1,4,2,1,1,word1,-7.640413203015784,object1,-0.26393684881581
11,7,1,1,3,4,1,word1,-6.016519267557342,object1,-0.2720246805591755
11,7,1,2,4,3,1,word1,-6.15628179138962,object1,-0.27929486840673445
11,7,1,3,3,4,1,word1,-6.9598662447626545,object1,-0.26674129878807495
11,7,1,4,4,3,1,word1,-5.882176584505967,object1,-0.2757023062145698
11,7,1,5,1,3,2,word1,-6.093928096231288,object1,-0.009163611182700789
11,7,1,6,3,1,2,word1,-9.958656386937706,object1,-0.2850118952754749
11,7,1,7,1,3,2,word1,-5.879127941949883,object1,-0.00926446736874046
11,7,1,8,3,1,2,word1,-9.750104198357842,object2,-0.2822807180019465
11,7,1,5,2,4,2,word1,-5.001973932871543,object1,-0.2754032507857828
11,7,1,6,4,2,2,word1,-13.271069664969808,object1,-0.19560145490950204
11,7,1,7,2,4,2,word1,-6.323727297276989,object1,-0.02008647789164572
11,7,1,8,4,2,2,word1,-11.838717432182227,object2,-0.19068478573438744
11,7,1,9,1,4,3,word1,-1.4830983506111544,object1,-0.016574806475218647
11,7,1,10,4,1,3,word1,-11.38147894300003,object1,-0.2607599381250419
11,7,1,11,1,4,3,word1,-2.2670723948674727,object1,-0.017044023411015286
11,7,1,12,4,1,3,word1,-11.50665594659118,object1,-0.26572302009150645
11,7,1,9,2,3,3,word1,-7.665825431836538,object1,-0.0711746775124813
11,7,1,10,3,2,3,word1,-3.544833661134513,object1,-0.04302382966331271
11,7,1,11,2,3,3,word1,-18.80699524430592,object1,-0.06512964487286994
11,7,1,12,3,2,3,word1,-3.7630518746466053,object1,-0.01817640371099843
11,7,1,1,1,2,1,word1_word2,-0.12667564076565438,object1,-0.21207886216134084
11,7,1,2,2,1,1,word1,-2.493351015953664,object2,-0.3418517673538675
11,7,1,3,1,2,1,word2,-5.243050439856184,object1,-0.013495775813815038
11,7,1,4,2,1,1,word2,-7.610886940362073,object1,-0.27568224556703713
11,7,1,1,3,4,1,word2,-5.86298820064853,object2,-0.26002668841756216
11,7,1,2,4,3,1,word2,-7.548104499187563,object1,-0.2794259334375094
11,7,1,3,3,4,1,word2,-5.8394326392563585,object1,-0.25724266139648433
11,7,1,4,4,3,1,word2,-7.377921705335432,object1,-0.2821427980098778
11,7,1,5,1,3,2,word2,-3.7470570421615936,object1,-0.006615420227975379
11,7,1,6,3,1,2,word2,-9.760333418781501,object1,-0.30624706618790015
11,7,1,7,1,3,2,word2,-4.647799472805361,object1,-0.006895575580822319
11,7,1,8,3,1,2,word2,-9.799724823768807,object1,-0.30474427856673003
11,7,1,5,2,4,2,word2,-5.417304227200617,object1,-0.28737888221018654
11,7,1,6,4,2,2,word2,-12.501459220987217,object1,-0.19426361307019535
11,7,1,7,2,4,2,word2,-7.465328339231309,object1,-0.02206840806231491
11,7,1,8,4,2,2,word2,-11.895230710626322,object2,-0.18958038228574173
11,7,1,9,1,4,3,word1_word2,-0.008954515915256483,object1,-0.07557961331847152
11,7,1,10,4,1,3,word1,-3.315707437035364,object1,-0.3882357170906353
11,7,1,11,1,4,3,word1_word2,-0.013862168424360203,object1,-0.07930241268539896
11,7,1,12,4,1,3,word1,-3.39660316524696,object1,-0.3893068061509872
11,7,1,9,2,3,3,word2,-11.236482759904227,object1,-0.00317977631791216
11,7,1,10,3,2,3,word2,-10.362846006824682,object1,-0.05174647945808097
11,7,1,11,2,3,3,word2,-18.94240780545794,object1,-0.0028920745895580574
11,7,1,12,3,2,3,word2,-10.758156721732897,object1,-0.020926998378684895
11,7,1,1,1,2,1,word1,-0.2523161649058885,object1,-0.35394952297602394
11,7,1,2,2,1,1,word1,-12.815128828024896,object2,-0.30630566770446715
11,7,1,3,1,2,1,word1_word2,-1.1816927294959927,object2,-0.2329979563845791
11,7,1,4,2,1,1,word1,-100.96891939281832,object1,-0.4491491908455048
11,7,1,1,3,4,1,word1,-3.1047889878609283,object1,-0.4623244500603765
11,7,1,2,4,3,1,word1,-2.1242638247599857,object1,-0.46601156509099595
11,7,1,3,3,4,1,word1,-4.023513528189895,object1,-0.456954810936329
11,7,1,4,4,3,1,word1,-2.265419588683777,object1,-0.47081641868066804
11,7,1,5,1,3,2,word1,-1.0067596250259,object2,-0.6735390924591863
11,7,1,6,3,1,2,word1,-79.71644351836251,object1,-0.46596697279026916
11,7,1,7,1,3,2,word1_word2,-1.164950313062576,object2,-2.1258402669999446
11,7,1,8,3,1,2,word1,-79.30326635902027,object1,-0.46136177181282423
11,7,1,5,2,4,2,word1,-5.649852608973617,object2,-0.45442138567975837
11,7,1,6,4,2,2,word2,-88.34846051954358,object2,-0.5433342543428448
11,7,1,7,2,4,2,word1,-7.521916559187347,object2,-2.25417849037382
11,7,1,8,4,2,2,word3_word4,-248.30767361506838,object2,-1.2535446701419126
11,7,1,9,1,4,3,word1,-5.5285053031140166,object1,-0.0142317240833422
11,7,1,10,4,1,3,word1,-14.521689329072432,object2,-0.38207016369273883
11,7,1,11,1,4,3,word1,-4.990859841565453,object1,-0.012609144530139248
11,7,1,12,4,1,3,word1,-14.439472250099818,object1,-0.3796599560361199
11,7,1,9,2,3,3,word1,-14.233966626734727,object1,-0.17029226261843244
11,7,1,10,3,2,3,word1,-91.8648045147466,object1,-0.04644781943583074
11,7,1,11,2,3,3,word1,-20.347593502760944,object1,-0.1322957980614154
11,7,1,12,3,2,3,word1,-93.47166231425366,object1,-0.019709171065471716
11,7,1,1,1,2,1,word2,-0.7122300287913106,object1,-0.3543281422077035
11,7,1,2,2,1,1,word2,-12.895239597102893,object2,-0.3071766217460366
11,7,1,3,1,2,1,word1_word2,-0.17824431583768796,object1,-0.25704333279223796
11,7,1,4,2,1,1,word1,-3.5940673444372315,object1,-0.3425220070357172
11,7,1,1,3,4,1,word1_word2,-0.025048383968268764,object2,-0.28917050206643086
11,7,1,2,4,3,1,word1_word2,-0.13234535521284851,object1,-0.2892981538538087
11,7,1,3,3,4,1,word1_word2,-0.035483743055635814,object1,-0.29207795279801535
11,7,1,4,4,3,1,word1_word2,-0.11948766212824324,object1,-0.294052626938955
11,7,1,5,1,3,2,word1,-0.9970687132661524,object1,-0.044738940472094
11,7,1,6,3,1,2,word1,-6.1106770301853075,object2,-0.32219186847600634
