alpha,costWeight,priorSigma,time,partnerID,prediction
14,8,1,2,1,-0.006193477757282358
14,8,1,3,1,-0.37056385989027857
14,8,1,4,1,-0.7397263391280476
14,8,1,5,2,-0.000005503373799323355
14,8,1,6,2,-0.43335294280791464
14,8,1,7,2,-0.8124986979046936
14,8,1,8,2,-1.524383366680212
14,8,1,9,3,-0.00007273255818775187
14,9,1,1,1,-0.001157004171361142
14,9,1,2,1,-0.03538333675390254
14,9,1,3,1,-0.6748011717393397
14,9,1,4,1,-1.402698689153702
14,9,1,5,2,-0.00001027314692694606
14,9,1,6,2,-0.04198080266968772
14,9,1,7,2,-0.5409453420643614
14,9,1,8,2,-2.5831320148170462
14,9,1,9,3,-0.0005175974207674182
14,10,1,1,1,-0.0023734416680340877
14,10,1,2,1,-0.08034951783925946
14,10,1,3,1,-10.058641038613588
14,10,1,4,1,-10.596344466584823
14,10,1,5,2,-0.016929875999238574
14,10,1,6,2,-1.8668896940313007
14,10,1,7,2,-10.006400756726409
14,10,1,8,2,-10.191661263113852
14,10,1,9,3,-0.24673223405436323
15,0,1,1,1,-2.502151378113822e-9
15,0,1,2,1,-7.682786638272799e-7
15,0,1,3,1,-0.000046720564810643466
15,0,1,4,1,-0.00027193195262371173
15,0,1,5,2,-2.420108558028186e-11
15,0,1,6,2,-0.000011223312454471134
15,0,1,7,2,-0.00015388196327356898
15,0,1,8,2,-0.0012346638233267026
15,0,1,9,3,-4.450662062107747e-10
4,1,1,1,1,-0.9095898782061553
4,1,1,2,1,-1.6623007398931344
4,1,1,3,1,-1.821930315532256
4,1,1,4,1,-1.9050258885797902
4,1,1,5,2,-0.7657439593282431
4,1,1,6,2,-0.7912401979844854
4,1,1,7,2,-1.1558716727323028
4,1,1,8,2,-1.3155455164869567
4,1,1,9,3,-0.6409066949035801
15,1,1,1,1,-1.5153677427790427e-8
15,1,1,2,1,-0.000007770655567845621
15,1,1,3,1,-0.00022260030481813836
15,1,1,4,1,-0.0013072554596923222
15,1,1,5,2,-4.370761540032882e-9
15,1,1,6,2,-0.000007171289454691787
15,1,1,7,2,-0.00023582811468265017
15,1,1,8,2,-0.0007229324466502641
15,1,1,9,3,-7.847837938139371e-10
15,2,1,1,1,-2.7895550763244627e-7
15,2,1,2,1,-0.000033058292396831846
15,2,1,3,1,-0.0004836710970126873
15,2,1,4,1,-0.004406905308331762
15,2,1,5,2,-4.965201584450666e-10
15,2,1,6,2,-0.000013480791901484005
15,2,1,7,2,-0.0003241094191627386
15,2,1,8,2,-0.0017860716438375718
15,2,1,9,3,-2.071097073765619e-9
15,3,1,1,1,-0.000001360678840730747
15,3,1,2,1,-0.00002202654460074899
15,3,1,3,1,-0.001191193483373568
15,3,1,4,1,-0.0008966461778321269
15,3,1,5,2,-3.486135825067437e-10
15,3,1,6,2,-0.000016683463742925065
15,3,1,7,2,-0.0016275141625267807
15,3,1,8,2,-0.03345642093773193
15,3,1,9,3,-1.493805968927296e-9
15,4,1,1,1,-0.00000126966964942569
15,4,1,2,1,-0.0000457345915823547
15,4,1,3,1,-0.002460408539720324
15,4,1,4,1,-0.028110664238825644
15,4,1,5,2,-7.112390678940756e-10
15,4,1,6,2,-0.00018836795482350473
15,4,1,7,2,-0.009416760156110468
15,4,1,8,2,-0.050351952170759114
15,4,1,9,3,-2.7896334170493263e-9
15,5,1,1,1,-0.0000010461503982956726
15,5,1,2,1,-0.00018735845108597526
15,5,1,3,1,-0.010487220868323937
15,5,1,4,1,-0.060810388351210755
15,5,1,5,2,-2.4679003700948315e-8
15,5,1,6,2,-0.00009498808734956078
15,5,1,7,2,-0.018616040809989777
15,5,1,8,2,-0.02363842090109347
15,5,1,9,3,-2.6691829214509787e-8
15,6,1,1,1,-0.0004459049555833213
15,6,1,2,1,-0.00018340475675055113
15,6,1,3,1,-0.0066265601419530215
15,6,1,4,1,-0.270360686750564
15,6,1,5,2,-3.96931910350911e-9
15,6,1,6,2,-0.0011554174882491186
15,6,1,7,2,-0.008294755171814265
15,6,1,8,2,-0.38022098766403895
15,6,1,9,3,-3.510538699182752e-8
15,7,1,1,1,-0.0004480804280717146
15,7,1,2,1,-0.0004337572003016936
15,7,1,3,1,-0.1221062916541912
15,7,1,4,1,-0.1639535434814085
15,7,1,5,2,-1.4364423605314964e-7
15,7,1,6,2,-0.0012699552630017386
15,7,1,7,2,-0.030267963522561562
15,7,1,8,2,-0.11531171813202348
15,7,1,9,3,-9.961431143171355e-8
15,8,1,1,1,-0.00007958956155822364
15,8,1,2,1,-0.004297234202549898
15,8,1,3,1,-0.041924696413982415
15,8,1,4,1,-0.11876063402839429
15,8,1,5,2,-2.561569729120301e-7
15,8,1,6,2,-0.008954015834888217
15,8,1,7,2,-0.10264960100613148
15,8,1,8,2,-0.4067934909711077
15,8,1,9,3,-1.7123984009208753e-7
15,9,1,1,1,-0.000020774297034666376
15,9,1,2,1,-0.06469220475069906
15,9,1,3,1,-0.17056771808188392
15,9,1,4,1,-8.013124846272078
15,9,1,5,2,-0.0002396243479551616
15,9,1,6,2,-0.17847387812728138
15,9,1,7,2,-8.777141152040866
15,9,1,8,2,-8.960657725511078
15,9,1,9,3,-0.005284654186972755
15,10,1,1,1,-0.00021823076419032566
15,10,1,2,1,-0.03377677445001844
15,10,1,3,1,-0.7097736933344977
15,10,1,4,1,-2.2448544986090546
15,10,1,5,2,-0.00003627188061729624
15,10,1,6,2,-0.7406685908190305
15,10,1,7,2,-9.73486718303956
15,10,1,8,2,-10.588643519443128
15,10,1,9,3,-0.04211960387784327
4,2,1,1,1,-1.5047749759483402
4,2,1,2,1,-2.4982543015331133
4,2,1,3,1,-2.7764503760406125
4,2,1,4,1,-2.742100577569194
4,2,1,5,2,-1.3744961076395743
4,2,1,6,2,-2.140303177063505
4,2,1,7,2,-2.326454358537661
4,2,1,8,2,-2.4400274967592885
4,2,1,9,3,-1.2874427519638347
16,0,1,1,1,-1.228741553704844e-9
16,0,1,2,1,-2.2374142721339746e-7
16,0,1,3,1,-0.000009136528515088836
16,0,1,4,1,-0.00009805191624052499
16,0,1,5,2,-1.1006306976984522e-11
16,0,1,6,2,-2.3340174241545728e-7
16,0,1,7,2,-0.00000844724574553236
16,0,1,8,2,-0.00005432682087834244
16,0,1,9,3,-2.73558953267676e-13
16,1,1,1,1,-3.854804483052345e-9
16,1,1,2,1,-0.0000013085660670279634
16,1,1,3,1,-0.000037618778726820405
16,1,1,4,1,-0.0001932487391762833
16,1,1,5,2,-1.9255708139117254e-12
16,1,1,6,2,-0.000001422164790350425
16,1,1,7,2,-0.00005615011010819595
16,1,1,8,2,-0.00013933281373376458
16,1,1,9,3,-8.128608897128583e-12
16,2,1,1,1,-3.0078197755516426e-9
16,2,1,2,1,-0.000003686965316114971
16,2,1,3,1,-0.00003774589147024208
16,2,1,4,1,-0.00051552189497798
16,2,1,5,2,-4.746425474888733e-12
16,2,1,6,2,-0.000001659431516600062
16,2,1,7,2,-0.00003470373329599722
16,2,1,8,2,-0.0005684870764203638
16,2,1,9,3,-5.421441073864261e-12
16,3,1,1,1,-1.812084354555758e-8
16,3,1,2,1,-0.000012342826778393349
16,3,1,3,1,-0.00019695180763965004
16,3,1,4,1,-0.0032637526893105227
16,3,1,5,2,-4.931166586187253e-12
16,3,1,6,2,-0.00008960830838231739
16,3,1,7,2,-0.0011550775940403102
16,3,1,8,2,-0.0030844326885385315
16,3,1,9,3,-1.5155876553877786e-11
16,4,1,1,1,-5.098821311660591e-7
16,4,1,2,1,-0.0000017792439344163433
16,4,1,3,1,-0.0004195281206946433
16,4,1,4,1,-0.005501217023503736
16,4,1,5,2,-5.064038077890457e-11
16,4,1,6,2,-0.00007071209426360515
16,4,1,7,2,-0.0009260894191721986
16,4,1,8,2,-0.0028449260413410033
16,4,1,9,3,-2.600373250399336e-10
16,5,1,1,1,-0.000002308180945909791
16,5,1,2,1,-0.000019367561417769278
16,5,1,3,1,-0.0008617529772384163
16,5,1,4,1,-0.008745597163141319
16,5,1,5,2,-1.9089441140752885e-10
16,5,1,6,2,-0.00013367535131973343
16,5,1,7,2,-0.006902405356839918
16,5,1,8,2,-0.01942339600923575
16,5,1,9,3,-2.3624124881342305e-10
16,6,1,1,1,-5.916130160908604e-8
16,6,1,2,1,-0.0004830219864792673
16,6,1,3,1,-0.01219564389164602
16,6,1,4,1,-0.04611497514961187
16,6,1,5,2,-6.376268404196827e-10
16,6,1,6,2,-0.000927124899675501
16,6,1,7,2,-0.00828257069740514
16,6,1,8,2,-0.05329183543104501
16,6,1,9,3,-2.462741122447762e-10
16,7,1,1,1,-0.0000018160740893808893
16,7,1,2,1,-0.00015016837825857914
16,7,1,3,1,-0.01355874762916543
16,7,1,4,1,-0.08812469692906423
16,7,1,5,2,-8.946600616428037e-8
16,7,1,6,2,-0.0006407412726331993
16,7,1,7,2,-0.02236222369223385
16,7,1,8,2,-0.0501285766493922
16,7,1,9,3,-6.059025299857711e-9
16,8,1,1,1,-0.000018838480812638115
16,8,1,2,1,-0.0003359182949084183
16,8,1,3,1,-0.049971742251877095
16,8,1,4,1,-0.4215757038573535
16,8,1,5,2,-9.43153111610653e-10
16,8,1,6,2,-0.0014941690938598674
16,8,1,7,2,-0.08161033733577491
16,8,1,8,2,-0.6866176594264851
16,8,1,9,3,-3.584908376583575e-9
16,9,1,1,1,-0.0002059990271519415
16,9,1,2,1,-0.0018112473051346155
16,9,1,3,1,-0.10781682017334396
16,9,1,4,1,-1.7581971186215741
16,9,1,5,2,-8.976847496644762e-7
16,9,1,6,2,-0.3647483972155535
16,9,1,7,2,-0.8509488945891198
16,9,1,8,2,-1.722411126280118
16,9,1,9,3,-8.699357181585053e-7
4,3,1,1,1,-2.4392999647124194
4,3,1,2,1,-3.5446502705375442
4,3,1,3,1,-3.7072050554000775
4,3,1,4,1,-3.6261072303838002
4,3,1,5,2,-2.2983175309211976
4,3,1,6,2,-3.6286060925393304
4,3,1,7,2,-3.810059294374711
4,3,1,8,2,-3.667681605076269
4,3,1,9,3,-2.741233618307329
16,10,1,1,1,-0.000034125395529832834
16,10,1,2,1,-0.012147024796668387
16,10,1,3,1,-0.31378911480907584
16,10,1,4,1,-9.020991068050234
16,10,1,5,2,-0.00003699306445522919
16,10,1,6,2,-0.11718056392622246
16,10,1,7,2,-1.855861837855553
16,10,1,8,2,-9.471805911952387
16,10,1,9,3,-0.0031749195559313604
17,0,1,1,1,-1.8616219677087906e-11
17,0,1,2,1,-4.8911336289375156e-8
17,0,1,3,1,-0.000012390261663817477
17,0,1,4,1,-0.00017709623631709804
17,0,1,5,2,-7.105427357601254e-14
17,0,1,6,2,-9.575591345338605e-8
17,0,1,7,2,-0.000004805594800294354
17,0,1,8,2,-0.00007376920797290278
17,0,1,9,3,-1.2434497875802526e-13
17,1,1,1,1,-4.695479561825846e-10
17,1,1,2,1,-6.347481475379859e-8
17,1,1,3,1,-0.00002560819478777772
17,1,1,4,1,-0.00007886046317647771
17,1,1,5,2,-1.4210854715202105e-14
17,1,1,6,2,-0.0000029584196221206147
17,1,1,7,2,-0.00005628279679643128
17,1,1,8,2,-0.00008520219523422562
17,1,1,9,3,-5.684341886080963e-14
17,2,1,1,1,-4.11176870414188e-10
17,2,1,2,1,-1.9081361024301287e-7
17,2,1,3,1,-0.000012417882469897754
17,2,1,4,1,-0.000264839176161108
17,2,1,5,2,-1.4210854715203013e-13
17,2,1,6,2,-6.247326460277471e-7
17,2,1,7,2,-0.00008787957006542092
17,2,1,8,2,-0.00015073660833926148
17,2,1,9,3,-2.8421709430408046e-13
17,3,1,1,1,-1.1672653961332315e-9
17,3,1,2,1,-0.0000013026738710421666
17,3,1,3,1,-0.00011539479198495728
17,3,1,4,1,-0.00041024154791273286
17,3,1,5,2,-1.5631940186723426e-13
17,3,1,6,2,-0.000007327998108731628
17,3,1,7,2,-0.00014627462788750423
17,3,1,8,2,-0.0014980417464282932
17,3,1,9,3,-3.872457909900044e-12
17,4,1,1,1,-5.260126570384415e-9
17,4,1,2,1,-0.000013907168115792748
17,4,1,3,1,-0.0010022898569454026
17,4,1,4,1,-0.005139317304999821
17,4,1,5,2,-8.697043085741446e-12
17,4,1,6,2,-0.00000895684389595066
17,4,1,7,2,-0.0002523299584387935
17,4,1,8,2,-0.0030101618759240333
17,4,1,9,3,-1.6129320101767282e-12
17,5,1,1,1,-6.316496836339625e-8
17,5,1,2,1,-0.0000018364968888268042
17,5,1,3,1,-0.0005541410179664709
17,5,1,4,1,-0.02130678681170122
17,5,1,5,2,-1.413980044163599e-12
17,5,1,6,2,-0.000018231475326811777
17,5,1,7,2,-0.0009344539915225238
17,5,1,8,2,-0.023186874235088858
17,5,1,9,3,-1.9994672584489113e-11
17,6,1,1,1,-8.240133126873359e-7
17,6,1,2,1,-0.00010918483575395075
17,6,1,3,1,-0.0003675041859273776
17,6,1,4,1,-0.005173277644333375
17,6,1,5,2,-5.10880227012817e-12
17,6,1,6,2,-0.00014896512853107953
17,6,1,7,2,-0.0075899534278853755
17,6,1,8,2,-0.03998409181975764
17,6,1,9,3,-5.510969458707191e-11
17,7,1,1,1,-7.922388792397394e-8
17,7,1,2,1,-0.0001281968808762154
17,7,1,3,1,-0.0023688946156746275
17,7,1,4,1,-0.054667199737480146
17,7,1,5,2,-4.136069264945079e-11
17,7,1,6,2,-0.00023416288111021075
17,7,1,7,2,-0.002086890977963667
17,7,1,8,2,-0.30299716747478195
17,7,1,9,3,-3.4816594052851006e-11
17,8,1,1,1,-0.0000040019269817938445
17,8,1,2,1,-0.00013189237827760167
17,8,1,3,1,-0.0005633299846225261
17,8,1,4,1,-0.013443309024076307
17,8,1,5,2,-7.547953376280973e-10
17,8,1,6,2,-0.0005602889300391587
17,8,1,7,2,-0.1574630363245503
17,8,1,8,2,-0.17473810488839459
17,8,1,9,3,-7.381117939348326e-11
4,4,1,1,1,-3.408677310925457
4,4,1,2,1,-3.2220582124392263
4,4,1,3,1,-3.968751970020691
4,4,1,4,1,-4.1425463304777335
4,4,1,5,2,-3.0998261242521696
4,4,1,6,2,-4.46409658662059
4,4,1,7,2,-4.523058686848613
4,4,1,8,2,-4.547670422053788
4,4,1,9,3,-3.4033614033600283
17,9,1,1,1,-1.949029027147181e-7
17,9,1,2,1,-0.0002488618121815316
17,9,1,3,1,-0.04233262830733504
17,9,1,4,1,-0.18884353859144917
17,9,1,5,2,-2.052118475359305e-10
17,9,1,6,2,-0.0006138598056360049
17,9,1,7,2,-0.21145510023493932
17,9,1,8,2,-0.27886601201645445
17,9,1,9,3,-1.173421466672396e-7
17,10,1,1,1,-0.000009812240705337884
17,10,1,2,1,-0.0016271515536453042
17,10,1,3,1,-0.029928773749123297
17,10,1,4,1,-0.38621757219697267
17,10,1,5,2,-1.5792522846251005e-10
17,10,1,6,2,-0.002026889823820597
17,10,1,7,2,-0.11299050649823544
17,10,1,8,2,-0.8641261738196313
17,10,1,9,3,-0.000002669544613779448
18,0,1,1,1,-5.99342797631605e-11
18,0,1,2,1,-1.6204605677594056e-8
18,0,1,3,1,-1.5034713116707578e-7
18,0,1,4,1,-0.000057020721192323125
18,0,1,5,2,0
18,0,1,6,2,-1.4892091115690565e-8
18,0,1,7,2,-3.1708156986666294e-7
18,0,1,8,2,-0.0000614683140405645
18,0,1,9,3,0
18,1,1,1,1,-6.892264536875347e-13
18,1,1,2,1,-3.441704095570369e-7
18,1,1,3,1,-0.000004016931872443992
18,1,1,4,1,-0.00002928721750004329
18,1,1,5,2,-7.105427357601027e-15
18,1,1,6,2,-4.260417620633504e-8
18,1,1,7,2,-0.0000029952587708261765
18,1,1,8,2,-0.00009113564322668546
18,1,1,9,3,0
18,2,1,1,1,-1.2013146034217592e-10
18,2,1,2,1,-7.070720359389879e-8
18,2,1,3,1,-0.000005722631613015195
18,2,1,4,1,-0.00009605778904390693
18,2,1,5,2,-7.105427357601027e-15
18,2,1,6,2,-3.625627460486178e-7
18,2,1,7,2,-0.00001902609844957033
18,2,1,8,2,-0.00015265848433989275
18,2,1,9,3,-7.105427357601027e-15
18,3,1,1,1,-1.4008350035608491e-11
18,3,1,2,1,-2.5163751084793246e-7
18,3,1,3,1,-0.0000615880741463539
18,3,1,4,1,-0.00019939487054549857
18,3,1,5,2,-3.5313973967339333e-12
18,3,1,6,2,-7.94237689404691e-8
18,3,1,7,2,-0.00001812232245866026
18,3,1,8,2,-0.00011490049021384319
18,3,1,9,3,-2.1316282072803233e-14
18,4,1,1,1,-1.0269332056666536e-9
18,4,1,2,1,-0.000003489991723167865
18,4,1,3,1,-0.00005248302839081013
18,4,1,4,1,-0.0001683781266556702
18,4,1,5,2,-3.552713678800564e-14
18,4,1,6,2,-0.000006918655268236239
18,4,1,7,2,-0.0002856115408675836
18,4,1,8,2,-0.0014525739930170546
18,4,1,9,3,-3.552713678800564e-14
18,5,1,1,1,-6.375984187102342e-10
18,5,1,2,1,-0.0000030028584276511423
18,5,1,3,1,-0.00010854535013215914
18,5,1,4,1,-0.001953686407892581
18,5,1,5,2,0
18,5,1,6,2,-0.000013935792539545486
18,5,1,7,2,-0.003254754392848804
18,5,1,8,2,-0.0020817303081432895
18,5,1,9,3,-2.4868995751606596e-13
18,6,1,1,1,-1.2030909609127156e-9
18,6,1,2,1,-0.00000876582220143505
18,6,1,3,1,-0.00012007864643231796
18,6,1,4,1,-0.002421823935247095
18,6,1,5,2,-1.1937117960776808e-12
18,6,1,6,2,-0.00006224876371871536
18,6,1,7,2,-0.0005487467886667166
18,6,1,8,2,-0.005443254812632812
18,6,1,9,3,-3.4106051316490625e-13
18,7,1,1,1,-1.8606264924238567e-8
18,7,1,2,1,-0.00009466990616143469
18,7,1,3,1,-0.0074785933758398865
18,7,1,4,1,-0.007455723015841159
18,7,1,5,2,-1.4210854715202105e-14
18,7,1,6,2,-0.00003426861411175162
18,7,1,7,2,-0.0011398653563148109
18,7,1,8,2,-0.010321996372365291
18,7,1,9,3,-3.0702551612665254e-11
5,0,1,1,1,-0.2106491669527468
5,0,1,2,1,-0.17196826344784502
5,0,1,3,1,-0.2782988630776791
5,0,1,4,1,-0.3059329469933669
5,0,1,5,2,-0.10483362123093613
5,0,1,6,2,-0.19127224106893992
5,0,1,7,2,-0.28179466035588513
5,0,1,8,2,-0.5278446989363996
5,0,1,9,3,-0.13760637620937463
18,8,1,1,1,-1.9367445246766049e-7
18,8,1,2,1,-0.000017266182641881965
18,8,1,3,1,-0.0023259659722895238
18,8,1,4,1,-0.08199618614355238
18,8,1,5,2,-3.808509063681389e-12
18,8,1,6,2,-0.00045336482672198676
18,8,1,7,2,-0.005440586581613619
18,8,1,8,2,-0.08536896251510845
18,8,1,9,3,-4.810374321107448e-12
18,9,1,1,1,-2.8288013665260033e-8
18,9,1,2,1,-0.00022371014096820037
18,9,1,3,1,-0.008771836661733185
18,9,1,4,1,-0.17720346045538096
18,9,1,5,2,-9.450218385653986e-12
18,9,1,6,2,-0.0007249422377170978
18,9,1,7,2,-0.05124401348412266
18,9,1,8,2,-0.15708676024518894
18,9,1,9,3,-8.052580824693435e-11
18,10,1,1,1,-1.573782597069389e-7
18,10,1,2,1,-0.0006423648667279194
18,10,1,3,1,-0.026935999693005773
18,10,1,4,1,-0.3822953748572362
18,10,1,5,2,-1.2938983218275133e-11
18,10,1,6,2,-0.0002001854704580198
18,10,1,7,2,-0.15152143922980707
18,10,1,8,2,-1.458607983424372
18,10,1,9,3,-3.4832908165012185e-8
19,0,1,1,1,-1.4210854715203013e-13
19,0,1,2,1,-4.996136838824228e-10
19,0,1,3,1,-3.336350307282096e-8
19,0,1,4,1,-7.352462496154099e-7
19,0,1,5,2,0
19,0,1,6,2,-3.807805633615427e-9
19,0,1,7,2,-1.2799802726445305e-7
19,0,1,8,2,-0.000016046543849649744
19,0,1,9,3,0
19,1,1,1,1,-3.6948222259532036e-13
19,1,1,2,1,-4.589685086971914e-9
19,1,1,3,1,-5.860984382308107e-7
19,1,1,4,1,-0.000006057900839684116
19,1,1,5,2,0
19,1,1,6,2,-1.366677969030075e-8
19,1,1,7,2,-0.000020510658992607308
19,1,1,8,2,-0.0000059850935158668924
19,1,1,9,3,0
19,2,1,1,1,-3.481659405225097e-13
19,2,1,2,1,-3.036385367051807e-8
19,2,1,3,1,-0.000025562192850401247
19,2,1,4,1,-0.00003367764301916711
19,2,1,5,2,0
19,2,1,6,2,-2.223858433262072e-8
19,2,1,7,2,-0.0000018998261399626583
19,2,1,8,2,-0.00012932269367467816
19,2,1,9,3,0
19,3,1,1,1,-2.7142732506072662e-12
19,3,1,2,1,-2.1243463880483244e-8
19,3,1,3,1,-0.000003144510536435336
19,3,1,4,1,-0.00009408368409858358
19,3,1,5,2,-7.105427357601027e-15
19,3,1,6,2,-6.706848412840842e-8
19,3,1,7,2,-0.0000053570767058243075
19,3,1,8,2,-0.0006937538026400228
19,3,1,9,3,-7.105427357601027e-15
19,4,1,1,1,-2.199129767201691e-11
19,4,1,2,1,-6.231427906765026e-7
19,4,1,3,1,-0.000002173474749506731
19,4,1,4,1,-0.0002950718659899785
19,4,1,5,2,0
19,4,1,6,2,-7.59047434657691e-7
19,4,1,7,2,-0.00005958528730328169
19,4,1,8,2,-0.00023517506743247414
19,4,1,9,3,0
19,5,1,1,1,-3.347082611631676e-10
19,5,1,2,1,-1.9798854817162207e-7
19,5,1,3,1,-6.401823977292958e-7
19,5,1,4,1,-0.000056231567555234015
19,5,1,5,2,-7.105427357601027e-15
19,5,1,6,2,-2.2113536249144552e-7
19,5,1,7,2,-0.001239557898079682
19,5,1,8,2,-0.0023499469013295447
19,5,1,9,3,0
19,6,1,1,1,-3.1405988920645744e-12
19,6,1,2,1,-8.312459556070901e-7
19,6,1,3,1,-0.00007169216668851193
19,6,1,4,1,-0.00011801249439362055
19,6,1,5,2,-2.842170943040441e-14
19,6,1,6,2,-0.0000010549055957343087
19,6,1,7,2,-0.0003737121059010233
19,6,1,8,2,-0.00014216591169006283
19,6,1,9,3,-4.263256414560692e-14
5,1,1,1,1,-0.43823261828431725
5,1,1,2,1,-0.4083049992627662
5,1,1,3,1,-0.5612804696206827
5,1,1,4,1,-1.2031406725515366
5,1,1,5,2,-0.30653136836830347
5,1,1,6,2,-0.5317531477068851
5,1,1,7,2,-0.6107311330300614
5,1,1,8,2,-1.1255146641018516
5,1,1,9,3,-0.4295875366231739
19,7,1,1,1,-2.773546729466971e-9
19,7,1,2,1,-0.000005719639208446351
19,7,1,3,1,-0.0018877445696466955
19,7,1,4,1,-0.007558443408914518
19,7,1,5,2,0
19,7,1,6,2,-0.00005870234245009692
19,7,1,7,2,-0.0004874317213925416
19,7,1,8,2,-0.007185134695912912
19,7,1,9,3,0
19,8,1,1,1,-2.1078960821275264e-9
19,8,1,2,1,-0.000005597128790650164
19,8,1,3,1,-0.00037250201811643325
19,8,1,4,1,-0.011841525686723142
19,8,1,5,2,-1.4210854715202105e-14
19,8,1,6,2,-0.000032914527860565104
19,8,1,7,2,-0.0041339638692577205
19,8,1,8,2,-0.06260553210298185
19,8,1,9,3,-6.394884621841106e-14
19,9,1,1,1,-3.0319498069309257e-9
19,9,1,2,1,-0.000001075683933048899
19,9,1,3,1,-0.002649616603647972
19,9,1,4,1,-0.02660240485610291
19,9,1,5,2,-1.4210854715202105e-14
19,9,1,6,2,-0.0027838780382723554
19,9,1,7,2,-0.0008433269552057201
19,9,1,8,2,-0.03878697191983713
19,9,1,9,3,-3.836930773105277e-13
19,10,1,1,1,-4.142656004600839e-9
19,10,1,2,1,-0.0002173330204692151
19,10,1,3,1,-0.0015270535824533221
19,10,1,4,1,-0.6800865984058645
19,10,1,5,2,-1.4210854715202105e-14
19,10,1,6,2,-0.0000863120290403843
19,10,1,7,2,-0.051945189887870655
19,10,1,8,2,-0.03638529533879975
19,10,1,9,3,-1.2079226507922433e-13
5,2,1,1,1,-1.0863382680200262
5,2,1,2,1,-0.8710352797690649
5,2,1,3,1,-2.0009032958680537
5,2,1,4,1,-1.9089169348473796
5,2,1,5,2,-0.690880084905624
5,2,1,6,2,-2.6097739332718906
5,2,1,7,2,-2.920918766638076
5,2,1,8,2,-2.8669536387111627
5,2,1,9,3,-1.0616012060365634
5,3,1,1,1,-1.848111206651618
5,3,1,2,1,-1.7316196557204002
5,3,1,3,1,-1.9561277273446842
5,3,1,4,1,-2.8651749566568143
5,3,1,5,2,-1.4879137236312854
5,3,1,6,2,-3.6462581376157397
5,3,1,7,2,-3.609408223265046
5,3,1,8,2,-3.7646185333121873
5,3,1,9,3,-2.035900663741536
5,4,1,1,1,-2.7064026524303344
5,4,1,2,1,-4.715248031200944
5,4,1,3,1,-5.075774228918264
5,4,1,4,1,-5.052504101952677
5,4,1,5,2,-2.661950076302711
5,4,1,6,2,-4.762338651986002
5,4,1,7,2,-4.928913839953545
5,4,1,8,2,-4.928394903641591
5,4,1,9,3,-3.265605329083165
5,5,1,1,1,-3.58666116360064
5,5,1,2,1,-5.974791053288698
5,5,1,3,1,-6.0512637651574295
5,5,1,4,1,-6.152846468526141
5,5,1,5,2,-3.4420196716930604
5,5,1,6,2,-6.000503657132766
5,5,1,7,2,-6.1957782092532305
