alpha,costWeight,priorSigma,time,partnerID,prediction
13,3,1,1,1,-0.0005640059586405273
13,3,1,2,1,-0.0008744554705000535
13,3,1,3,1,-0.007053593424883528
13,3,1,4,1,-0.04520584066806424
13,3,1,5,2,-3.005394013414247e-7
13,3,1,6,2,-0.0003984129593668027
13,3,1,7,2,-0.004981588625520561
13,3,1,8,2,-0.07040298967669756
13,3,1,9,3,-4.1573977331844274e-7
13,4,1,1,1,-0.0000596796389480881
13,4,1,2,1,-0.0009625737918206434
13,4,1,3,1,-0.02294124466320107
13,4,1,4,1,-0.14063341837860216
13,4,1,5,2,-0.000001602714498045953
13,4,1,6,2,-0.006462907325154494
13,4,1,7,2,-0.029127930784627044
13,4,1,8,2,-0.19136438164420252
13,4,1,9,3,-0.000011902789854221123
13,5,1,1,1,-0.00022274422001088647
13,5,1,2,1,-0.0019873342268593133
13,5,1,3,1,-0.02607572396536107
13,5,1,4,1,-0.18984990138153005
13,5,1,5,2,-0.00008568485682045759
13,5,1,6,2,-0.02713279022884233
13,5,1,7,2,-0.27920132101729694
13,5,1,8,2,-4.379243678689511
13,5,1,9,3,-0.0006570932097851738
13,6,1,1,1,-0.00033070503391386953
13,6,1,2,1,-0.006399166193908512
13,6,1,3,1,-0.03782169250459674
13,6,1,4,1,-0.170076705821634
13,6,1,5,2,-0.00000548601414603536
13,6,1,6,2,-0.021041465925947085
13,6,1,7,2,-0.1702768928828995
13,6,1,8,2,-0.3391260148451493
13,6,1,9,3,-0.000004270498823871869
13,7,1,1,1,-0.002862479304035045
13,7,1,2,1,-0.027194527863418423
13,7,1,3,1,-0.30849608720816246
13,7,1,4,1,-6.473573179936928
13,7,1,5,2,-0.003106551627567464
13,7,1,6,2,-0.30024258651970115
13,7,1,7,2,-0.6099981946097587
13,7,1,8,2,-1.3380319270955428
13,7,1,9,3,-0.008808759196384162
13,8,1,1,1,-0.10244637057146727
13,8,1,2,1,-14.085973536524856
13,8,1,3,1,-14.404935793137895
13,8,1,4,1,-14.101177232370045
13,8,1,5,2,-0.826881264671954
13,8,1,6,2,-13.319271135967957
13,8,1,7,2,-15.068473300009636
13,8,1,8,2,-13.934486761972266
13,8,1,9,3,-3.3446308473895883
13,9,1,1,1,-0.01674229542793175
13,9,1,2,1,-0.1528333659605609
13,9,1,3,1,-0.6181654307025043
13,9,1,4,1,-7.987913464289129
13,9,1,5,2,-0.03299810671884266
13,9,1,6,2,-0.5610153744968506
13,9,1,7,2,-3.319492774127184
13,9,1,8,2,-8.52432904525729
13,9,1,9,3,-0.09983703555065654
13,10,1,1,1,-0.01806527814038352
13,10,1,2,1,-0.31820936148711
13,10,1,3,1,-1.651116035398264
13,10,1,4,1,-2.5355595221605682
13,10,1,5,2,-0.005438173949741511
13,10,1,6,2,-2.1264021533667936
13,10,1,7,2,-9.759248316068984
13,10,1,8,2,-10.054456673597606
13,10,1,9,3,-0.6850348858459583
14,0,1,1,1,-9.536896996710054e-7
14,0,1,2,1,-0.000003662914966948647
14,0,1,3,1,-0.00007376033972321572
14,0,1,4,1,-0.0006550893620044997
14,0,1,5,2,-8.873044525287949e-10
14,0,1,6,2,-0.000014925227468125294
14,0,1,7,2,-0.0002926648904191998
14,0,1,8,2,-0.0007747940521731911
14,0,1,9,3,-2.1307570823824268e-8
14,1,1,1,1,-2.0669899929592032e-7
14,1,1,2,1,-0.000006112412926951642
14,1,1,3,1,-0.0003638829609178154
14,1,1,4,1,-0.001639707715886655
14,1,1,5,2,-4.442100022138031e-10
14,1,1,6,2,-0.000007996205893898635
14,1,1,7,2,-0.0008373182168907964
14,1,1,8,2,-0.0032341974204986024
14,1,1,9,3,-3.140826270667481e-9
4,0,1,1,1,-0.4117055138863943
4,0,1,2,1,-0.3341503019585486
4,0,1,3,1,-0.42460325514872266
4,0,1,4,1,-0.6047965532632978
4,0,1,5,2,-0.2908944806289612
4,0,1,6,2,-0.3600809112073473
4,0,1,7,2,-0.6428420184460008
4,0,1,8,2,-0.7439630852691325
4,0,1,9,3,-0.3373208016194787
