role,bonus,repid,roomid,target,content,trialnum,networkid,stimsetid,partnernum,participantid
speaker,1.23,2,5,tangram_E.png,bunny ears,10,13,1,2,52
speaker,1.23,3,5,tangram_F.png,sitting down looking up left,12,13,1,2,50
speaker,1.26,3,5,tangram_G.png,arms behind back,13,13,1,2,50
speaker,1.29,3,5,tangram_L.png,praying hands,14,13,1,2,50
speaker,1.32,3,5,tangram_E.png,bunny ears,15,13,1,2,50
speaker,0,0,0,tangram_E.png,triangle on the bottom,0,14,1,0,54
speaker,0,0,0,tangram_I.png,"It is facing to the left, looks like it is upright, with two triangles extended to the left",0,15,2,0,61
speaker,0,0,0,tangram_I.png,to the very right there is a small triangle,0,15,2,0,61
speaker,0,0,0,tangram_I.png,to the left two triangles one above the other,0,15,2,0,61
speaker,0,0,0,tangram_I.png,there is a diamond on top,0,15,2,0,61
speaker,0,0,0,tangram_I.png,hello?,0,15,2,0,61
speaker,0,0,0,tangram_I.png,You have to select an image for us to move on,0,15,2,0,61
speaker,0,0,0,tangram_I.png,You have to select the image I'm describing,0,15,2,0,61
listener,0,0,0,tangram_K.png,hey,0,16,2,0,59
speaker,0,0,0,tangram_K.png,praying position,0,16,2,0,63
speaker,0.03,0,0,tangram_I.png,looks like ice skating or standing with a tail on the right,1,16,2,0,63
speaker,0.06,0,0,tangram_J.png,"the one that would be a square if completed, has a right angle on the upper left",2,16,2,0,63
speaker,0.09,0,0,tangram_H.png,the one that has not been chosen,3,16,2,0,63
speaker,0.18,1,0,tangram_K.png,praying,6,16,2,0,59
speaker,0.15,1,0,tangram_H.png,"""the one that has not been chosen""",5,16,2,0,59
speaker,0.21,1,0,tangram_J.png,square,7,16,2,0,59
speaker,0.27,2,0,tangram_I.png,ice skating,9,16,2,0,63
speaker,0.12,1,0,tangram_I.png,ice skating one,4,16,2,0,59
speaker,0.24,2,0,tangram_K.png,praying,8,16,2,0,63
speaker,0.3,2,0,tangram_J.png,square,10,16,2,0,63
speaker,0.33,2,0,tangram_H.png,not chosen,11,16,2,0,63
speaker,0.36,3,0,tangram_J.png,square,12,16,2,0,59
speaker,0.42,3,0,tangram_H.png,the one,14,16,2,0,59
speaker,0.39,3,0,tangram_I.png,skating,13,16,2,0,59
speaker,0.45,3,0,tangram_K.png,praying,15,16,2,0,59
speaker,0,0,1,tangram_J.png,"The fattest dude, especially in the shoulder area.",0,16,2,0,64
listener,0,0,1,tangram_J.png,which one?,0,16,2,0,62
speaker,0.03,0,1,tangram_H.png,guy with no arms,1,16,2,0,64
speaker,0.06,0,1,tangram_I.png,one leg behind,2,16,2,0,64
speaker,0.12,1,1,tangram_I.png,leg behind,4,16,2,0,62
speaker,0.27,2,1,tangram_K.png,praying,9,16,2,0,64
speaker,0.09,0,1,tangram_K.png,praying,3,16,2,0,64
speaker,0.3,2,1,tangram_J.png,fat shoulders,10,16,2,0,64
speaker,0.15,1,1,tangram_H.png,no arms,5,16,2,0,62
speaker,0.18,1,1,tangram_J.png,fat at the shoulders,6,16,2,0,62
speaker,0.21,1,1,tangram_K.png,praying,7,16,2,0,62
speaker,0.24,2,1,tangram_I.png,leg behind,8,16,2,0,64
speaker,0.33,2,1,tangram_H.png,no arms,11,16,2,0,64
speaker,0.39,3,1,tangram_H.png,no arms,13,16,2,0,62
speaker,0.42,3,1,tangram_I.png,leg behind,14,16,2,0,62
speaker,0.36,3,1,tangram_K.png,prayingh,12,16,2,0,62
speaker,0.45,3,1,tangram_J.png,fat shoulders,15,16,2,0,62
listener,0.51,0,2,tangram_H.png,with no arms?,1,16,2,1,64
speaker,0.48,0,2,tangram_K.png,looks like praying,0,16,2,1,59
speaker,0.51,0,2,tangram_H.png,looks like a potato,1,16,2,1,59
speaker,0.54,0,2,tangram_J.png,the square one,2,16,2,1,59
speaker,0.57,0,2,tangram_I.png,looks like ice skating,3,16,2,1,59
speaker,0.69,1,2,tangram_I.png,ice skating,7,16,2,1,64
speaker,0.72,2,2,tangram_J.png,square,8,16,2,1,59
speaker,0.66,1,2,tangram_K.png,praying,6,16,2,1,64
speaker,0.6,1,2,tangram_J.png,square one,4,16,2,1,64
speaker,0.63,1,2,tangram_H.png,potato,5,16,2,1,64
speaker,0.87,3,2,tangram_J.png,square,13,16,2,1,64
speaker,0.75,2,2,tangram_K.png,praying,9,16,2,1,59
speaker,0.78,2,2,tangram_H.png,potato,10,16,2,1,59
speaker,0.81,2,2,tangram_I.png,skating,11,16,2,1,59
speaker,0.84,3,2,tangram_K.png,praying,12,16,2,1,64
speaker,0.9,3,2,tangram_I.png,skating,14,16,2,1,64
speaker,0.93,3,2,tangram_H.png,potato,15,16,2,1,64
speaker,0.51,0,3,tangram_K.png,looks like its in a praying positino,1,16,2,1,63
speaker,0.48,0,3,tangram_I.png,"the one that kinda looks like an ice skater with one leg up in the air, like a tail on its right",0,16,2,1,63
listener,0.54,0,3,tangram_H.png,no arms,2,16,2,1,62
speaker,0.54,0,3,tangram_H.png,kinda reminds me of a baby swaddled in a blanket,2,16,2,1,63
listener,0.57,0,3,tangram_J.png,fat shoulder?,3,16,2,1,62
speaker,0.6,1,3,tangram_K.png,praying,4,16,2,1,62
speaker,0.57,0,3,tangram_J.png,"the one not chosen yet, would be a square if the picture were complete",3,16,2,1,63
speaker,0.63,1,3,tangram_J.png,fat shoulder,5,16,2,1,62
speaker,0.66,1,3,tangram_H.png,no arms,7,16,2,1,62
speaker,0.72,2,3,tangram_K.png,praying,9,16,2,1,63
speaker,0.63,1,3,tangram_I.png,skater leg behind,6,16,2,1,62
speaker,0.69,2,3,tangram_I.png,skater,8,16,2,1,63
speaker,0.81,3,3,tangram_I.png,skater,12,16,2,1,62
speaker,0.84,3,3,tangram_K.png,praying,13,16,2,1,62
speaker,0.78,2,3,tangram_J.png,square,11,16,2,1,63
speaker,0.87,3,3,tangram_J.png,square,14,16,2,1,62
speaker,0.75,2,3,tangram_H.png,no arms,10,16,2,1,63
speaker,0.9,3,3,tangram_H.png,no arms,15,16,2,1,62
speaker,0.99,0,4,tangram_J.png,square,2,16,2,2,62
speaker,1.02,0,4,tangram_H.png,no arms,3,16,2,2,62
speaker,0.93,0,4,tangram_I.png,skater leg behind,0,16,2,2,62
speaker,0.96,0,4,tangram_K.png,praying,1,16,2,2,62
speaker,1.08,1,4,tangram_J.png,square,4,16,2,2,59
speaker,1.17,2,4,tangram_K.png,praying,8,16,2,2,62
speaker,1.11,1,4,tangram_K.png,praying,5,16,2,2,59
speaker,1.14,1,4,tangram_H.png,no arms,6,16,2,2,59
speaker,1.17,1,4,tangram_I.png,skating,7,16,2,2,59
speaker,1.2,2,4,tangram_I.png,skater,9,16,2,2,62
speaker,1.23,2,4,tangram_H.png,no arms,10,16,2,2,62
speaker,1.26,2,4,tangram_J.png,square,11,16,2,2,62
speaker,1.32,3,4,tangram_I.png,skating,12,16,2,2,59
speaker,1.35,3,4,tangram_H.png,no arms,13,16,2,2,59
speaker,1.38,3,4,tangram_J.png,square,14,16,2,2,59
speaker,1.41,3,4,tangram_K.png,praying,15,16,2,2,59
speaker,0.93,0,5,tangram_K.png,praying ,0,16,2,2,63
speaker,0.96,0,5,tangram_I.png,"ice skating like standing on one leg with one leg in the air, or a tail - we'll call it skating from here on",1,16,2,2,63
speaker,0.99,0,5,tangram_J.png,would be a square if completed - square,2,16,2,2,63
speaker,1.02,0,5,tangram_H.png,no arms kind of like a baby swaddled in blanket - no arms,3,16,2,2,63
speaker,1.08,1,5,tangram_I.png,skating,4,16,2,2,64
speaker,1.11,1,5,tangram_K.png,praying,5,16,2,2,64
speaker,1.2,2,5,tangram_K.png,praying,9,16,2,2,63
speaker,1.14,1,5,tangram_H.png,no arms,6,16,2,2,64
speaker,1.17,1,5,tangram_J.png,square,7,16,2,2,64
speaker,1.17,2,5,tangram_I.png,skating,8,16,2,2,63
speaker,1.38,3,5,tangram_K.png,praying,14,16,2,2,64
speaker,1.23,2,5,tangram_H.png,no arms,10,16,2,2,63
speaker,1.26,2,5,tangram_J.png,square,11,16,2,2,63
speaker,1.32,3,5,tangram_H.png,no arms,12,16,2,2,64
speaker,1.35,3,5,tangram_I.png,skating,13,16,2,2,64
speaker,1.41,3,5,tangram_J.png,square,15,16,2,2,64
listener,0,0,0,tangram_K.png,ok,0,17,2,0,67
speaker,0,0,0,tangram_K.png,person pointing right,0,17,2,0,66
listener,0.03,0,0,tangram_H.png,ok,1,17,2,0,67
speaker,0.03,0,0,tangram_H.png,a blob,1,17,2,0,66
speaker,0.06,0,0,tangram_I.png,person kicking,2,17,2,0,66
listener,0.09,0,0,tangram_J.png,ok,3,17,2,0,67
speaker,0.12,1,0,tangram_K.png,person pointing right with thing sticking up,4,17,2,0,67
speaker,0.09,0,0,tangram_J.png,square,3,17,2,0,66
listener,0.12,1,0,tangram_K.png,person kicking,4,17,2,0,66
speaker,0.12,1,0,tangram_H.png,the blob,5,17,2,0,67
speaker,0.15,1,0,tangram_J.png,person pointing right,6,17,2,0,67
speaker,0.15,1,0,tangram_I.png,person kicking,7,17,2,0,67
speaker,0.21,2,0,tangram_K.png,person kneeling,9,17,2,0,66
speaker,0.18,2,0,tangram_J.png,square shoulder,8,17,2,0,66
speaker,0.24,2,0,tangram_I.png,person kicking,10,17,2,0,66
speaker,0.27,2,0,tangram_H.png,blob,11,17,2,0,66
speaker,0.3,3,0,tangram_J.png,person pointing right,12,17,2,0,67
speaker,0.3,3,0,tangram_I.png,person kicking,13,17,2,0,67
speaker,0.36,3,0,tangram_H.png,the blob,15,17,2,0,67
speaker,0.33,3,0,tangram_K.png,person kneeling,14,17,2,0,67
speaker,0,0,1,tangram_I.png,the one that looks like a person with their leg kicked up behind them.,0,17,2,0,68
listener,0.03,0,1,tangram_H.png,p,1,17,2,0,65
speaker,0.03,0,1,tangram_H.png,the one that has more of a solid for and 3 flat surface at the bottom ,1,17,2,0,68
listener,0.03,0,1,tangram_H.png,does it have an arm?,1,17,2,0,65
speaker,0.03,0,1,tangram_H.png,no arms ,1,17,2,0,68
listener,0.06,0,1,tangram_K.png,"i'd say ""no arms"", ""leg kick"" ""box one arm"" and ""polygon one arm"" or something",2,17,2,0,65
speaker,0.06,0,1,tangram_K.png,the one with the big arrow at bottom facing left,2,17,2,0,68
listener,0.06,0,1,tangram_K.png,oh ok,2,17,2,0,65
speaker,0.06,0,1,tangram_K.png,arm to the right,2,17,2,0,68
listener,0.09,0,1,tangram_J.png,"i called the big arrow the ""polygon arm"" and the other the ""box arm"" in my head lol",3,17,2,0,65
speaker,0.09,0,1,tangram_J.png,"square middle, right arm",3,17,2,0,68
speaker,0.12,1,1,tangram_I.png,kicking,4,17,2,0,65
speaker,0.15,1,1,tangram_J.png,box middle arm,5,17,2,0,65
speaker,0.18,1,1,tangram_H.png,no arms sitter,6,17,2,0,65
speaker,0.21,1,1,tangram_K.png,polygon one arm ,7,17,2,0,65
speaker,0.21,1,1,tangram_K.png,arrow down pointing left at base,7,17,2,0,65
speaker,0.24,2,1,tangram_J.png,"box, right arm",8,17,2,0,68
speaker,0.33,2,1,tangram_I.png,kicking,11,17,2,0,68
speaker,0.27,2,1,tangram_K.png,"left arrow bottom, right arm",9,17,2,0,68
speaker,0.3,2,1,tangram_H.png,no arm sitting,10,17,2,0,68
speaker,0.36,3,1,tangram_J.png,box middle one arm,12,17,2,0,65
speaker,0.39,3,1,tangram_K.png,"polygon one arm, arrow base",13,17,2,0,65
speaker,0.45,3,1,tangram_I.png,kung fu kicker,15,17,2,0,65
speaker,0.42,3,1,tangram_H.png,sitting no arms,14,17,2,0,65
speaker,0.48,0,2,tangram_H.png,no arm sitting,0,17,2,1,68
listener,0.39,0,2,tangram_H.png,ok,0,17,2,1,67
speaker,0.51,0,2,tangram_K.png,"left arrow bottom, right arm",1,17,2,1,68
speaker,0.54,0,2,tangram_I.png,kicker,2,17,2,1,68
speaker,0.6,1,2,tangram_H.png,blob sitting,7,17,2,1,67
speaker,0.57,0,2,tangram_J.png,box right arm,3,17,2,1,68
speaker,0.54,1,2,tangram_J.png,right arm square,5,17,2,1,67
speaker,0.57,1,2,tangram_I.png,person kicking,6,17,2,1,67
speaker,0.51,1,2,tangram_K.png,right arm left bottom,4,17,2,1,67
speaker,0.72,2,2,tangram_K.png,"left arrow bottom, right arm",8,17,2,1,68
speaker,0.78,2,2,tangram_H.png,no arm sitter,10,17,2,1,68
speaker,0.81,2,2,tangram_J.png,"box, right arm",11,17,2,1,68
speaker,0.78,3,2,tangram_K.png,right arm left bottom,13,17,2,1,67
speaker,0.75,2,2,tangram_I.png,kicker,9,17,2,1,68
speaker,0.75,3,2,tangram_H.png,blob sititng,12,17,2,1,67
speaker,0.81,3,2,tangram_I.png,kicking,14,17,2,1,67
speaker,0.84,3,2,tangram_J.png,right arm square,15,17,2,1,67
listener,0.48,0,3,tangram_H.png,the sitting no arms?,0,17,2,1,65
speaker,0.39,0,3,tangram_H.png,a blob,0,17,2,1,66
speaker,0.39,0,3,tangram_H.png,no arms,0,17,2,1,66
speaker,0.42,0,3,tangram_K.png,kneeling pointing right,1,17,2,1,66
speaker,0.42,0,3,tangram_K.png,poly,1,17,2,1,66
speaker,0.6,1,3,tangram_I.png,kung fu kicker,4,17,2,1,65
listener,0.51,0,3,tangram_K.png,the square middle or the polygon middle body?,1,17,2,1,65
speaker,0.63,1,3,tangram_H.png,no arms sitter,5,17,2,1,65
speaker,0.66,1,3,tangram_J.png,square body one arm,6,17,2,1,65
speaker,0.45,0,3,tangram_I.png,looks like person kicking leg,2,17,2,1,66
speaker,0.48,0,3,tangram_J.png,square body,3,17,2,1,66
speaker,0.69,1,3,tangram_K.png,polygon middle one arm,7,17,2,1,65
speaker,0.84,3,3,tangram_H.png,no arms,12,17,2,1,65
speaker,0.9,3,3,tangram_J.png,square middle pointing,14,17,2,1,65
speaker,0.69,2,3,tangram_H.png,no arms,10,17,2,1,66
speaker,0.72,2,3,tangram_K.png,poly pointing,11,17,2,1,66
speaker,0.63,2,3,tangram_J.png,square body,8,17,2,1,66
speaker,0.66,2,3,tangram_I.png,kicker,9,17,2,1,66
speaker,0.87,3,3,tangram_K.png,poly middle pointing,13,17,2,1,65
speaker,0.93,3,3,tangram_I.png,kung fu,15,17,2,1,65
speaker,0.96,0,4,tangram_K.png,polygon middle pointing right,0,17,2,2,65
speaker,0.96,0,4,tangram_I.png,kung fu kicking,1,17,2,2,65
speaker,0.99,0,4,tangram_H.png,no arms,2,17,2,2,65
speaker,0.96,1,4,tangram_H.png,no arms,5,17,2,2,67
speaker,0.99,1,4,tangram_I.png,kicker,6,17,2,2,67
speaker,1.02,0,4,tangram_J.png,square body pointing right,3,17,2,2,65
speaker,1.02,1,4,tangram_J.png,square pointing right,7,17,2,2,67
speaker,0.96,1,4,tangram_K.png,right arm left bottom,4,17,2,2,67
speaker,1.14,2,4,tangram_H.png,no arms,8,17,2,2,65
speaker,1.17,2,4,tangram_K.png,polygon pointing right,9,17,2,2,65
speaker,1.2,2,4,tangram_J.png,square pointing right,10,17,2,2,65
speaker,1.23,2,4,tangram_I.png,kung fu kicker,11,17,2,2,65
speaker,1.17,3,4,tangram_J.png,square pointing right,12,17,2,2,67
speaker,1.2,3,4,tangram_K.png,polygon pointing right,13,17,2,2,67
speaker,1.23,3,4,tangram_H.png,no arms,14,17,2,2,67
listener,1.29,3,4,tangram_K.png,sry about messing up the earlier ones,13,17,2,2,65
speaker,1.26,3,4,tangram_I.png,kicker,15,17,2,2,67
speaker,0.96,0,5,tangram_I.png,kicker,0,17,2,2,68
speaker,0.99,0,5,tangram_H.png,no arm sitter,1,17,2,2,68
speaker,1.02,0,5,tangram_J.png,box right arm,2,17,2,2,68
speaker,1.05,1,5,tangram_K.png,kneeling pointing right,6,17,2,2,66
speaker,1.08,1,5,tangram_J.png,square body pointing,7,17,2,2,66
speaker,1.05,0,5,tangram_K.png,"left bottom arrow, right arm",3,17,2,2,68
speaker,1.02,1,5,tangram_H.png,blob no arms,5,17,2,2,66
speaker,0.99,1,5,tangram_I.png,kicker,4,17,2,2,66
speaker,1.23,2,5,tangram_I.png,kicker,9,17,2,2,68
speaker,1.26,2,5,tangram_H.png,no arm sitter,10,17,2,2,68
speaker,1.2,2,5,tangram_K.png,"left arrow bottom, right arm",8,17,2,2,68
speaker,1.23,3,5,tangram_H.png,blob,12,17,2,2,66
speaker,1.29,3,5,tangram_I.png,kicker,14,17,2,2,66
speaker,1.29,2,5,tangram_J.png,box right arm,11,17,2,2,68
speaker,1.26,3,5,tangram_K.png,arrow bottom right arm,13,17,2,2,66
speaker,1.32,3,5,tangram_J.png,square body right arm,15,17,2,2,66
speaker,0,0,0,tangram_H.png,Hello,0,18,2,0,71
listener,0,0,0,tangram_H.png,Hello,0,18,2,0,70
speaker,0,0,0,tangram_H.png,This looks likes a person with a blanket wrapped around them,0,18,2,0,71
listener,0.03,0,0,tangram_K.png,Hi,1,18,2,0,70
speaker,0.03,0,0,tangram_K.png,Hi. This one looks like a fish with its mouth open toward the right on the bottom.,1,18,2,0,71
speaker,0.06,0,0,tangram_J.png,This looks like person pointing toward the right,2,18,2,0,71
speaker,0.09,0,0,tangram_I.png,This one looks like a person standin on one foot.,3,18,2,0,71
speaker,0.12,1,0,tangram_H.png,This looks like a person covered in a long cape,4,18,2,0,70
speaker,0.15,1,0,tangram_I.png,This looks like an ice skater twirling ,5,18,2,0,70
speaker,0.18,1,0,tangram_K.png,This looks like a fish with its mouth open,6,18,2,0,70
speaker,0.21,1,0,tangram_J.png,"This looks like someone wearing a cape, spreading it open",7,18,2,0,70
speaker,0.27,2,0,tangram_J.png,This looks like a person with a blanket wrapped around them,9,18,2,0,71
speaker,0.24,2,0,tangram_I.png,This looks like someone standing on one foot.,8,18,2,0,71
speaker,0.3,2,0,tangram_K.png,This one looks like a fish with an open mouth,11,18,2,0,71
speaker,0.27,2,0,tangram_H.png,This one looks like a blanket wrapped around them,10,18,2,0,71
speaker,0.33,3,0,tangram_I.png,This one looks like someone standing on one leg,12,18,2,0,70
speaker,0.36,3,0,tangram_H.png,This one looks like someone covered in a blanket or cape,13,18,2,0,70
speaker,0.39,3,0,tangram_J.png,This one looks like someone pointing at something,14,18,2,0,70
speaker,0.42,3,0,tangram_K.png,This one looks like a fish with its mouth open,15,18,2,0,70
speaker,0,0,1,tangram_I.png,looks like man doing a back kick ,0,18,2,0,69
speaker,0.03,0,1,tangram_H.png,looks like a person on knees praying or meditating ,1,18,2,0,69
speaker,0.06,0,1,tangram_K.png,person on knees begging hands out ,2,18,2,0,69
speaker,0.09,0,1,tangram_J.png,bottom is part of a square top is a diamond ,3,18,2,0,69
listener,0.09,1,1,tangram_H.png,is person on knees?,4,18,2,0,69
speaker,0.09,1,1,tangram_H.png,no it looks like a diamond on top and bottom has a sideways square slopped to the right,4,18,2,0,72
speaker,0.09,1,1,tangram_K.png,looks like a man on knees begging,5,18,2,0,72
speaker,0.12,1,1,tangram_J.png,"looks like a person within a right side of shoulder sticking out, kinda sharp looking",6,18,2,0,72
speaker,0.15,1,1,tangram_I.png,looks like a person standing on one leg leaning forward,7,18,2,0,72
speaker,0.18,2,1,tangram_J.png,looks like a person sitting on something on right side the left is straight and smooth ,8,18,2,0,69
speaker,0.18,2,1,tangram_K.png,a person begging with hands out ,9,18,2,0,69
speaker,0.21,2,1,tangram_I.png,looks like someone ice skating ,10,18,2,0,69
speaker,0.24,3,1,tangram_I.png,looks like someone balancing on one leg,12,18,2,0,72
speaker,0.24,2,1,tangram_H.png,looks like someone meditating or praying ,11,18,2,0,69
speaker,0.27,3,1,tangram_J.png,person has one shoulder that appears sharp and sticking out to right,13,18,2,0,72
speaker,0.3,3,1,tangram_K.png,person is bowing on knees,14,18,2,0,72
speaker,0.33,3,1,tangram_H.png,appears to be meditating,15,18,2,0,72
listener,0.3,3,1,tangram_K.png,are hands out?,14,18,2,0,69
speaker,0.3,3,1,tangram_K.png,yes,14,18,2,0,72
speaker,0.36,0,2,tangram_H.png,person meditating ,0,18,2,1,69
speaker,0.39,0,2,tangram_I.png,an ice skater ,2,18,2,1,69
speaker,0.36,0,2,tangram_J.png,a person with sharp right shoulder sticking out ,1,18,2,1,69
speaker,0.42,0,2,tangram_K.png,person begging with hands out ,3,18,2,1,69
listener,0.45,1,2,tangram_J.png,on their knees?,4,18,2,1,69
speaker,0.57,1,2,tangram_H.png,Person wearing a blanket blowing in the wind,5,18,2,1,71
speaker,0.54,1,2,tangram_J.png,Person pointing toward the right,4,18,2,1,71
speaker,0.54,1,2,tangram_J.png,Its not the fish or the person on one leg,4,18,2,1,71
speaker,0.6,1,2,tangram_K.png,Fish one,7,18,2,1,71
listener,0.51,1,2,tangram_K.png,does it look like a person begging with hands out?,7,18,2,1,69
listener,0.51,1,2,tangram_K.png,i dont see a fish,7,18,2,1,69
speaker,0.54,2,2,tangram_J.png,person with sharp right shoulder sticking out ,8,18,2,1,69
speaker,0.6,1,2,tangram_K.png,It looks like a fish on the bottom. With the mouth open toward the right side.,7,18,2,1,71
listener,0.51,1,2,tangram_K.png,that could be any...,7,18,2,1,69
speaker,0.6,1,2,tangram_K.png,It literally looks like a fish and is the only one you haven't clicked yet,7,18,2,1,71
speaker,0.57,2,2,tangram_I.png,ice skater ,9,18,2,1,69
speaker,0.6,2,2,tangram_H.png,"person in meditation,  sitting ",10,18,2,1,69
speaker,0.72,3,2,tangram_I.png,person on one foot,12,18,2,1,71
speaker,0.57,1,2,tangram_I.png,Person on one leg,6,18,2,1,71
speaker,0.6,1,2,tangram_K.png,it looks like < sign as a mouth,7,18,2,1,71
speaker,0.78,3,2,tangram_K.png,the one i say looks like a fish or you think looks like a person with hands out,14,18,2,1,71
speaker,0.6,2,2,tangram_K.png,person begging with hands out ,11,18,2,1,69
speaker,0.75,3,2,tangram_J.png,person with sharp right shoulder,13,18,2,1,71
speaker,0.81,3,2,tangram_H.png,the one where it looks like a person is wrapped in a blanket and its blowing in the wind,15,18,2,1,71
listener,0.72,3,2,tangram_H.png,the one meditating .....,15,18,2,1,69
speaker,0.45,0,3,tangram_J.png,this looks like someone pointing,0,18,2,1,70
speaker,0.48,0,3,tangram_I.png,This looks like someone skating ,1,18,2,1,70
speaker,0.54,0,3,tangram_K.png,this looks like a fish ,3,18,2,1,70
speaker,0.51,0,3,tangram_H.png,this looks like someone covered in a blanket,2,18,2,1,70
speaker,0.48,1,3,tangram_H.png,looks like someone wrappd in blanket,6,18,2,1,72
speaker,0.51,1,3,tangram_I.png,someone appears to be ice skating on one leg,7,18,2,1,72
speaker,0.45,1,3,tangram_J.png,looks like someone with a right side of shoulder that is sticking out and sharp,4,18,2,1,72
speaker,0.48,1,3,tangram_K.png,looks like someone bowing on knees and beggin,5,18,2,1,72
speaker,0.66,2,3,tangram_K.png,"looks like a fish with its mouth open, and a diamond on its heada",9,18,2,1,70
speaker,0.72,2,3,tangram_I.png,looks like someone figure skating,11,18,2,1,70
speaker,0.75,3,3,tangram_I.png,someone balancing on 1 foot,15,18,2,1,72
speaker,0.63,2,3,tangram_H.png,looks like someone covered in a blanket,8,18,2,1,70
speaker,0.69,3,3,tangram_J.png,someone with sharp shoulder,13,18,2,1,72
speaker,0.69,2,3,tangram_J.png,"looks like someone spreading their arms wide, while wearing a cape",10,18,2,1,70
speaker,0.66,3,3,tangram_H.png,someone wrapped in sheet,12,18,2,1,72
speaker,0.72,3,3,tangram_K.png,someone beggin on knees,14,18,2,1,72
speaker,0.84,0,4,tangram_J.png,This appears to be a person with a sharp pointy right shoulder.,0,18,2,2,71
speaker,0.87,0,4,tangram_I.png,This appears to be a person standing on one leg.,1,18,2,2,71
speaker,0.9,0,4,tangram_K.png,This looks like a fish with its mouth open on the bottom,2,18,2,2,71
speaker,0.93,0,4,tangram_H.png,This looks like a person wrapped in a blanket or cape ,3,18,2,2,71
speaker,0.9,1,4,tangram_I.png,person standing on one leg,4,18,2,2,72
speaker,0.93,1,4,tangram_K.png,person on knees begging with hands out,5,18,2,2,72
speaker,1.11,2,4,tangram_I.png,person on one foot,10,18,2,2,71
speaker,1.05,2,4,tangram_H.png,person wrapped in blanket,8,18,2,2,71
speaker,1.08,2,4,tangram_J.png,person with sharp right shoulder,9,18,2,2,71
speaker,0.96,1,4,tangram_J.png,person with sharp right shoulder,7,18,2,2,72
speaker,1.14,2,4,tangram_K.png,person that appears to be begging with hands out,11,18,2,2,71
speaker,1.11,3,4,tangram_I.png,person on one foot,13,18,2,2,72
speaker,1.14,3,4,tangram_K.png,person kneeling and beggin,14,18,2,2,72
speaker,0.93,1,4,tangram_H.png,person wrapped in blanket,6,18,2,2,72
speaker,1.11,3,4,tangram_H.png,person wrapped with sheet,12,18,2,2,72
speaker,1.17,3,4,tangram_J.png,person with sharp shoulder,15,18,2,2,72
speaker,0.87,0,5,tangram_I.png,someone ice skating,0,18,2,2,70
speaker,0.93,0,5,tangram_K.png,someone pointing a gun,2,18,2,2,70
speaker,0.9,0,5,tangram_H.png,someone in a blanket,1,18,2,2,70
speaker,0.96,0,5,tangram_J.png,"someone in a cape, spreading their arms",3,18,2,2,70
speaker,0.87,1,5,tangram_I.png,ice skater,4,18,2,2,69
speaker,0.9,1,5,tangram_K.png,person on knees begging with hands out ,5,18,2,2,69
speaker,0.93,1,5,tangram_H.png,"person meditating, or wrapped in blanket ",6,18,2,2,69
speaker,1.17,2,5,tangram_I.png,figure skater,10,18,2,2,70
speaker,1.2,3,5,tangram_J.png,sharp right shoulder,15,18,2,2,69
speaker,1.11,2,5,tangram_K.png,person on knees begging,8,18,2,2,70
speaker,1.17,3,5,tangram_K.png,begging with hands out ,14,18,2,2,69
speaker,0.96,1,5,tangram_J.png,person with sharp right shoulder sticking out ,7,18,2,2,69
speaker,1.14,2,5,tangram_H.png,person in blanket,9,18,2,2,70
speaker,1.14,3,5,tangram_I.png,ice skater ,13,18,2,2,69
speaker,1.2,2,5,tangram_J.png,sharp right shoulder,11,18,2,2,70
speaker,1.11,3,5,tangram_H.png,person meditating or in blanket ,12,18,2,2,69
speaker,0,0,0,tangram_B.png,grsduat kneeling down,0,19,0,0,75
speaker,0,0,0,tangram_B.png,graduate,0,19,0,0,75
speaker,0.03,0,0,tangram_C.png,graduate leaning back,1,19,0,0,75
speaker,0.06,0,0,tangram_D.png,standing straight,2,19,0,0,75
speaker,0.09,0,0,tangram_A.png,leg up,3,19,0,0,75
speaker,0.12,1,0,tangram_B.png,kneeling down,4,19,0,0,73
speaker,0.18,1,0,tangram_D.png,standing straight,6,19,0,0,73
speaker,0.21,1,0,tangram_C.png,leaning with both arms out,7,19,0,0,73
speaker,0.15,1,0,tangram_A.png,kicking a leg out,5,19,0,0,73
speaker,0.24,2,0,tangram_B.png,kneeling down,8,19,0,0,75
speaker,0.33,2,0,tangram_D.png,standing straight,11,19,0,0,75
speaker,0.3,2,0,tangram_A.png,leg up,10,19,0,0,75
speaker,0.27,2,0,tangram_C.png,leaning back,9,19,0,0,75
speaker,0.36,3,0,tangram_A.png,kicking a leg out,12,19,0,0,73
speaker,0.45,3,0,tangram_C.png,leaning with arms out,15,19,0,0,73
speaker,0.39,3,0,tangram_D.png,standing straight,13,19,0,0,73
speaker,0.42,3,0,tangram_B.png,kneeling down,14,19,0,0,73
speaker,0,0,1,tangram_A.png,elephant on two legs,0,19,0,0,76
speaker,0,0,1,tangram_A.png,one foot off the ground,0,19,0,0,76
listener,0,0,1,tangram_B.png,I got this,1,19,0,0,74
listener,0,0,1,tangram_A.png,Hands up,0,19,0,0,74
speaker,0,0,1,tangram_B.png,"mouse nose, with big ears sitting",1,19,0,0,76
speaker,0.03,0,1,tangram_D.png,man standing holding bowl,2,19,0,0,76
speaker,0.06,0,1,tangram_C.png,man falling with hands flailing,3,19,0,0,76
